	child	parent
4997	LP89584-4	LP31771-6
4998	LP89585-1	LP31418-4
4999	LP89598-4	LP18035-3
5000	LP89618-0	LP7824-8
5001	LP89621-4	LP14288-2
5002	LP89646-1	LP31391-3
5003	LP89648-7	LP18021-3
5004	LP89649-5	LP18021-3
5005	LP89650-3	LP18022-1
5006	LP89651-1	LP18022-1
5007	LP89652-9	LP18022-1
5008	LP89653-7	LP21033-3
5009	LP89654-5	LP15318-6
5010	LP89655-2	LP15318-6
5011	LP91349-8	LP94848-6
5012	LP93479-1	LP15444-0
5013	LP93517-8	LP31412-7
5014	LP94227-3	LP7822-2
5015	LP94229-9	LP28493-2
5016	LP94260-4	LP31395-4
5017	LP94310-7	LP94324-8
5018	LP94311-5	LP19719-1
5019	LP94312-3	LP19719-1
5020	LP94313-1	LP19719-1
5021	LP94314-9	LP19719-1
5022	LP94315-6	LP19719-1
5023	LP94316-4	LP7824-8
5024	LP94317-2	LP19719-1
5025	LP94318-0	LP94324-8
5026	LP94319-8	LP19717-5
5027	LP94320-6	LP19719-1
5028	LP94520-1	LP31409-3
5029	LP94538-3	LP94539-1
5030	LP94759-5	LP31953-0
5031	LP95040-9	LP19695-3
5032	LP95041-7	LP19695-3
5033	LP95042-5	LP19695-3
5034	LP95043-3	LP19695-3
5035	LP95044-1	LP19695-3
5036	LP95045-8	LP95064-9
5037	LP95062-3	LP31953-0
5038	LP95076-3	LP61813-9
5039	LP95077-1	LP15815-1
5040	LP95079-7	LP31653-6
5041	LP95081-3	LP31392-1
5042	LP95082-1	LP31392-1
5043	LP95083-9	LP31392-1
5044	LP95084-7	LP15488-7
5045	LP95090-4	LP70376-6
5046	LP95092-0	LP16469-6
5047	LP95093-8	LP16469-6
5048	LP95234-8	LP31653-6
5049	LP95253-8	LP31392-1
5050	LP95254-6	LP15838-3
5051	LP95255-3	LP7604-4
5052	LP95256-1	LP7604-4
5053	LP95483-1	LP15490-3
5054	LP95484-9	LP15490-3
5055	LP95485-6	LP95534-1
5056	LP95486-4	LP95534-1
5057	LP95499-7	LP6118-6
5058	LP95515-0	LP31415-0
5059	LP95516-8	LP31392-1
5060	LP95533-3	LP18632-7
5061	LP95552-3	LP40500-8
5062	LP95553-1	LP40500-8
5063	LP96138-0	LP31418-4
5064	LP96155-4	LP39996-1
5065	LP96204-0	LP18182-3
5066	LP96205-7	LP18182-3
5067	LP96206-5	LP30793-1
5068	LP96207-3	LP15364-0
5069	LP96210-7	LP15364-0
5070	LP96211-5	LP14907-7
5071	LP96328-7	LP7825-5
5072	LP96858-3	LP32748-3
5073	LP96861-7	LP32748-3
5074	LP97008-4	LP7444-5
5075	LP97104-1	LP33025-5
5076	LP97105-8	LP33025-5
5077	LP97106-6	LP33025-5
5078	LP97450-8	LP32748-3
5079	LP97451-6	LP32748-3
5080	LP97517-4	LP31653-6
5081	LP97520-8	LP31653-6
5082	LP97552-1	LP15838-3
5083	LP97553-9	LP97552-1
5084	LP97569-5	LP33025-5
5085	LP97570-3	LP33025-5
5086	LP97572-9	LP40337-5
5087	LP97576-0	LP33025-5
5088	LP97600-8	LP20826-1
5089	LP97611-5	LP31399-6
5090	LP97614-9	LP56734-4
5091	LP97615-6	LP56738-5
5092	LP97616-4	LP158086-1
5093	LP97617-2	LP56779-9
5094	LP97618-0	LP56767-4
5095	LP97619-8	LP56766-6
5096	LP97620-6	LP56739-3
5097	LP97621-4	LP31618-9
5098	LP97662-8	LP56771-6
5099	LP97723-8	LP56747-6
5100	LP97724-6	LP56738-5
5101	LP97725-3	LP31406-9
5102	LP97748-5	LP31953-0
5103	LP97867-3	LP15907-6
5104	LP97868-1	LP31399-6
5105	LP97921-8	LP19684-7
5106	LP97923-4	LP16874-7
5107	LP97944-0	LP15699-9
5108	LP97945-7	LP31392-1
5109	LP97952-3	LP95534-1
5110	LP98174-3	LP15601-5
5111	LP98175-0	LP15318-6
5112	LP98856-5	LP56746-8
5113	LP98857-3	LP56749-2
5114	LP99214-6	LP31413-5
5115	LP99239-3	LP71409-4
5116	LP99240-1	LP34683-0
5117	LP99330-0	LP6118-6
5118	LP99331-8	LP31771-6
5119	LP99342-5	LP31489-5
5120	LP99350-8	LP183760-0
5121	LP99499-3	LP31418-4
5122	LP99499-3	LP7827-1
5123	LP99575-0	LP18033-8
5124	LP99576-8	LP32748-3
5125	LP99584-2	LP14914-3
5126	LP99664-2	LP14288-2
5127	LP99665-9	LP15098-4
5128	LP99666-7	LP31419-2
5129	LP99675-8	LP19697-9
5130	LP99679-0	LP31489-5
5131	LP99875-4	LP7844-6
5132	LP99922-4	LP31415-0
5133	LP99923-2	LP31415-0
5134	LP99924-0	LP14488-8
5135	LP99925-7	LP31405-1
5136	LP99926-5	LP31405-1
5137	LP99927-3	LP31405-1
5138	LP99928-1	LP15318-6
5139	LP99929-9	LP28550-9
5140	LP99931-5	LP15905-0
5141	LP99932-3	LP31392-1
5142	LP99934-9	LP15333-5
5143	LP99937-2	LP15431-7
5144	LP99992-7	LP31953-0
5145	LP99998-4	LP31405-1
