	child	parent
2527	LP229077-5	LP33172-5
2528	LP229081-7	LP71446-6
2529	LP229088-2	LP188508-8
2530	LP229089-0	LP188508-8
2531	LP229090-8	LP19746-4
2532	LP229091-6	LP19746-4
2533	LP229092-4	LP208431-9
2534	LP229093-2	LP62890-6
2535	LP229094-0	LP62889-8
2536	LP229095-7	LP61785-9
2537	LP229097-3	LP36764-6
2538	LP229098-1	LP32709-5
2539	LP229101-3	LP19747-2
2540	LP229102-1	LP19747-2
2541	LP229103-9	LP36911-3
2542	LP229106-2	LP208503-5
2543	LP229107-0	LP34974-3
2544	LP229108-8	LP35571-6
2545	LP229110-4	LP35572-4
2546	LP229120-3	LP31876-3
2547	LP229121-1	LP31876-3
2548	LP229122-9	LP31877-1
2549	LP229123-7	LP101429-1
2550	LP229124-5	LP31878-9
2551	LP229125-2	LP101430-9
2552	LP229126-0	LP89631-3
2553	LP229127-8	LP32799-6
2554	LP229128-6	LP19749-8
2555	LP229129-4	LP19749-8
2556	LP229130-2	LP33287-1
2557	LP229131-0	LP33287-1
2558	LP229134-4	LP36621-8
2559	LP229136-9	LP71432-6
2560	LP229154-2	LP62805-4
2561	LP229155-9	LP208407-9
2562	LP229167-4	LP19751-4
2563	LP229168-2	LP19751-4
2564	LP229169-0	LP71433-4
2565	LP229177-3	LP33175-8
2566	LP229181-5	LP63593-5
2567	LP229182-3	LP208439-2
2568	LP229190-6	LP31879-7
2569	LP229193-0	LP15772-4
2570	LP229207-8	LP35581-5
2571	LP229208-6	LP190759-3
2572	LP229219-3	LP33145-1
2573	LP229220-1	LP99726-9
2574	LP229221-9	LP71434-2
2575	LP229222-7	LP189384-3
2576	LP229223-5	LP189384-3
2577	LP229224-3	LP95531-7
2578	LP229225-0	LP35891-8
2579	LP229226-8	LP149236-4
2580	LP229227-6	LP185374-8
2581	LP229243-3	LP33181-6
2582	LP229256-5	LP34331-6
2583	LP229262-3	LP208429-3
2584	LP229263-1	LP208426-9
2585	LP229275-5	LP71435-9
2586	LP229295-3	LP36422-1
2587	LP229309-2	LP101031-5
2588	LP229310-0	LP101031-5
2589	LP229314-2	LP61786-7
2590	LP229329-0	LP36728-1
2591	LP229330-8	LP36725-7
2592	LP229331-6	LP63480-5
2593	LP229332-4	LP62085-3
2594	LP229347-2	LP71436-7
2595	LP229348-0	LP188509-6
2596	LP229349-8	LP188509-6
2597	LP229350-6	LP189378-5
2598	LP229351-4	LP189378-5
2599	LP229352-2	LP35096-4
2600	LP229353-0	LP35096-4
2601	LP229354-8	LP208409-5
2602	LP229355-5	LP19757-1
2603	LP229356-3	LP19757-1
2604	LP229357-1	LP19757-1
2605	LP229358-9	LP199719-8
2606	LP229359-7	LP199719-8
2607	LP229360-5	LP71437-5
2608	LP229365-4	LP63485-4
2609	LP229371-2	LP208432-7
2610	LP229372-0	LP66644-3
2611	LP229373-8	LP66645-0
2612	LP229390-2	LP64925-8
2613	LP229391-0	LP32668-3
2614	LP229396-9	LP31880-5
2615	LP229397-7	LP97417-7
2616	LP229398-5	LP97417-7
2617	LP229399-3	LP97417-7
2618	LP229400-9	LP33552-8
2619	LP229405-8	LP62214-9
2620	LP229410-8	LP19722-5
2621	LP229411-6	LP19722-5
2622	LP229428-0	LP31881-3
2623	LP229429-8	LP19759-7
2624	LP229430-6	LP19759-7
2625	LP229431-4	LP33148-5
2626	LP229432-2	LP33148-5
2627	LP229433-0	LP190758-5
2628	LP229434-8	LP190758-5
2629	LP229440-5	LP34975-0
2630	LP229441-3	LP61787-5
2631	LP229442-1	LP32678-2
2632	LP229443-9	LP32678-2
2633	LP229444-7	LP32678-2
2634	LP229447-0	LP36750-5
2635	LP229448-8	LP33143-6
2636	LP229469-4	LP208569-6
2637	LP229470-2	LP66646-8
2638	LP229477-7	LP19761-3
2639	LP229478-5	LP19761-3
2640	LP229483-5	LP19763-9
2641	LP229484-3	LP19763-9
2642	LP229508-9	LP208412-9
2643	LP229512-1	LP189381-9
2644	LP229513-9	LP189381-9
2645	LP229514-7	LP189380-1
2646	LP229515-4	LP189380-1
2647	LP229516-2	LP99728-5
2648	LP229517-0	LP33140-2
2649	LP229518-8	LP33140-2
2650	LP229519-6	LP33140-2
2651	LP229520-4	LP34978-4
2652	LP229526-1	LP97961-4
2653	LP229534-5	LP208414-5
2654	LP229552-7	LP188510-4
2655	LP229553-5	LP188510-4
2656	LP229555-0	LP35862-9
2657	LP229558-4	LP35863-7
2658	LP229559-2	LP97962-2
2659	LP229560-0	LP93354-6
2660	LP229561-8	LP93354-6
2661	LP229562-6	LP36622-6
2662	LP229563-4	LP36623-4
2663	LP229566-7	LP208420-2
2664	LP229567-5	LP208546-4
2665	LP229568-3	LP31885-4
2666	LP229569-1	LP31885-4
2667	LP229570-9	LP34976-8
2668	LP229571-7	LP34976-8
2669	LP229572-5	LP31865-6
2670	LP229573-3	LP31865-6
2671	LP229581-6	LP121197-0
2672	LP229584-0	LP19753-0
2673	LP229585-7	LP19753-0
2674	LP229586-5	LP135598-3
2675	LP229587-3	LP135598-3
2676	LP229588-1	LP145765-6
2677	LP229589-9	LP62082-0
2678	LP229590-7	LP188512-0
2679	LP229591-5	LP188512-0
2680	LP229592-3	LP184363-2
2681	LP229600-4	LP35691-2
2682	LP229601-2	LP35692-0
2683	LP229602-0	LP40293-0
2684	LP229603-8	LP61788-3
2685	LP229604-6	LP63486-2
2686	LP229605-3	LP61789-1
2687	LP229606-1	LP61789-1
2688	LP229607-9	LP33341-6
2689	LP229608-7	LP71439-1
2690	LP229609-5	LP64761-7
2691	LP229615-2	LP31887-0
2692	LP229616-0	LP189692-9
2693	LP229622-8	LP208505-0
2694	LP229623-6	LP208415-2
2695	LP229624-4	LP66406-7
2696	LP229625-1	LP208425-1
2697	LP229626-9	LP31861-5
2698	LP229627-7	LP101445-7
2699	LP229628-5	LP101603-1
2700	LP229629-3	LP71160-3
2701	LP229630-1	LP208423-6
2702	LP229631-9	LP35578-1
2703	LP229632-7	LP208419-4
2704	LP229633-5	LP157532-5
2705	LP229634-3	LP65333-4
2706	LP229635-0	LP190792-4
2707	LP229636-8	LP71440-9
2708	LP229637-6	LP33177-4
2709	LP229638-4	LP64932-4
2710	LP229639-2	LP64868-0
2711	LP229640-0	LP30751-9
2712	LP229641-8	LP30751-9
2713	LP229644-2	LP19765-4
2714	LP229645-9	LP19765-4
2715	LP229646-7	LP35626-8
2716	LP229660-8	LP71162-9
2717	LP229661-6	LP71162-9
2718	LP229662-4	LP71376-5
2719	LP229663-2	LP71376-5
2720	LP229664-0	LP71441-7
2721	LP229665-7	LP207904-6
2722	LP229666-5	LP34679-8
2723	LP229667-3	LP34679-8
2724	LP229671-5	LP31889-6
2725	LP229672-3	LP29154-9
2726	LP229673-1	LP29154-9
2727	LP229680-6	LP33010-7
2728	LP229681-4	LP33010-7
2729	LP229682-2	LP33010-7
2730	LP229696-2	LP71163-7
2731	LP229702-8	LP19651-6
2732	LP229705-1	LP188451-1
2733	LP229706-9	LP188451-1
2734	LP229711-9	LP36624-2
2735	LP229720-0	LP146046-0
2736	LP229721-8	LP207871-7
2737	LP229722-6	LP19828-0
2738	LP229723-4	LP19829-8
2739	LP229724-2	LP104979-2
2740	LP229725-9	LP157587-9
2741	LP229726-7	LP19830-6
2742	LP229727-5	LP146053-6
2743	LP229728-3	LP146054-4
2744	LP229729-1	LP189351-2
2745	LP229730-9	LP146055-1
2746	LP229731-7	LP19831-4
2747	LP229732-5	LP19833-0
2748	LP229733-3	LP208507-6
2749	LP229734-1	LP19832-2
2750	LP229735-8	LP19834-8
2751	LP229736-6	LP19835-5
2752	LP229737-4	LP146056-9
2753	LP229738-2	LP19836-3
2754	LP229739-0	LP189349-6
2755	LP229740-8	LP189350-4
2756	LP229741-6	LP19837-1
2757	LP229742-4	LP101592-6
2758	LP229743-2	LP101591-8
2759	LP229745-7	LP150268-3
2760	LP229746-5	LP146057-7
2761	LP229747-3	LP146058-5
2762	LP229748-1	LP19840-5
2763	LP229749-9	LP200416-8
2764	LP229750-7	LP19841-3
2765	LP229751-5	LP19842-1
2766	LP229752-3	LP146048-6
2767	LP229753-1	LP146047-8
2768	LP229754-9	LP19843-9
2769	LP229755-6	LP157496-3
2770	LP229756-4	LP19844-7
2771	LP229757-2	LP146049-4
2772	LP229758-0	LP146050-2
2773	LP229759-8	LP19845-4
2774	LP229760-6	LP19846-2
2775	LP229761-4	LP19847-0
2776	LP229762-2	LP19848-8
2777	LP229763-0	LP146052-8
2778	LP229764-8	LP19852-0
2779	LP229765-5	LP150239-4
2780	LP229766-3	LP150240-2
2781	LP229767-1	LP150241-0
2782	LP229768-9	LP150242-8
2783	LP229769-7	LP150247-7
2784	LP229770-5	LP150243-6
2785	LP229771-3	LP150238-6
2786	LP229772-1	LP146051-0
2787	LP229773-9	LP146045-2
2788	LP229774-7	LP19854-6
2789	LP229775-4	LP19853-8
2790	LP229780-4	LP190763-5
2791	LP229782-0	LP188513-8
2792	LP229783-8	LP188513-8
2793	LP229785-3	LP34977-6
2794	LP229786-1	LP34680-6
2795	LP229793-7	LP157421-1
2796	LP229794-5	LP188514-6
2797	LP229795-2	LP188514-6
2798	LP229796-0	LP71406-0
2799	LP229797-8	LP61790-9
2800	LP229798-6	LP71443-3
2801	LP229799-4	LP61791-7
2802	LP229800-0	LP62806-2
2803	LP229801-8	LP35573-2
2804	LP229806-7	LP61792-5
2805	LP229814-1	LP97598-4
2806	LP229815-8	LP97598-4
2807	LP229816-6	LP97598-4
2808	LP229817-4	LP97598-4
2809	LP229818-2	LP35576-5
2810	LP229819-0	LP207906-1
2811	LP229820-8	LP207905-3
2812	LP229824-0	LP31868-0
2813	LP229825-7	LP31868-0
2814	LP229826-5	LP19769-6
2815	LP229827-3	LP33342-4
2816	LP229828-1	LP33553-6
2817	LP229829-9	LP33553-6
2818	LP229830-7	LP208404-6
2819	LP229832-3	LP19770-4
2820	LP229833-1	LP19770-4
2821	LP229836-4	LP71438-3
2822	LP229862-0	LP34984-2
2823	LP229863-8	LP32669-1
2824	LP229864-6	LP63488-8
2825	LP229865-3	LP208544-9
2826	LP229866-1	LP63489-6
2827	LP229868-7	LP33158-4
2828	LP229869-5	LP33158-4
2829	LP229874-5	LP33176-6
2830	LP229875-2	LP33142-8
2831	LP229876-0	LP188536-9
2832	LP229877-8	LP188536-9
2833	LP229880-2	LP33141-0
2834	LP229881-0	LP31870-6
2835	LP229882-8	LP157516-8
2836	LP229882-8	LP202929-8
2837	LP229883-6	LP157516-8
2838	LP229888-5	LP101431-7
2839	LP229889-3	LP36460-1
2840	LP229892-7	LP188516-1
2841	LP229893-5	LP188516-1
2842	LP229894-3	LP71445-8
2843	LP229904-0	LP190761-9
2844	LP229918-0	LP31890-4
2845	LP229919-8	LP31890-4
2846	LP229920-6	LP31890-4
2847	LP229921-4	LP31890-4
2848	LP229926-3	LP65679-0
2849	LP229930-5	LP62804-7
2850	LP229931-3	LP35694-6
2851	LP229933-9	LP97599-2
2852	LP229934-7	LP97599-2
2853	LP229939-6	LP35580-7
2854	LP229946-1	LP71164-5
2855	LP229947-9	LP19772-0
2856	LP229948-7	LP19772-0
2857	LP229952-9	LP149238-0
2858	LP229953-7	LP149239-8
2859	LP229954-5	LP149240-6
2860	LP229955-2	LP33230-1
2861	LP229960-2	LP66640-1
2862	LP230004-6	LP89281-7
2863	LP230181-2	LP28807-3
2864	LP230192-9	LP230194-5
2865	LP230194-5	LP31392-1
2866	LP230210-9	LP36815-6
2867	LP230219-0	LP31653-6
2868	LP230220-8	LP15386-3
2869	LP230220-8	LP31654-4
2870	LP230221-6	LP31663-5
2871	LP230250-5	LP31653-6
2872	LP230261-2	LP7824-8
2873	LP230263-8	LP15883-9
2874	LP230274-5	LP220363-8
2875	LP231879-0	LP94324-8
2876	LP231934-3	LP14488-8
2877	LP231959-0	LP33230-1
2878	LP231960-8	LP62875-7
2879	LP232001-0	LP70194-3
2880	LP232209-9	LP70194-3
2881	LP232210-7	LP70194-3
2882	LP232211-5	LP70194-3
2883	LP232212-3	LP70194-3
2884	LP232213-1	LP31418-4
2885	LP234174-3	LP343631-0
2886	LP234797-1	LP70194-3
2887	LP234803-7	LP70194-3
2888	LP242686-6	LP242687-4
2889	LP242687-4	LP56740-1
2890	LP247696-0	LP95044-1
2891	LP247699-4	LP31405-1
2892	LP247701-8	LP31410-1
2893	LP247830-5	LP7593-9
2894	LP247851-1	LP247830-5
2895	LP247970-9	LP15708-8
2896	LP248464-2	LP15835-9
2897	LP248469-1	LP70194-3
2898	LP248470-9	LP70194-3
2899	LP248780-1	LP31392-1
2900	LP248941-9	LP32432-4
2901	LP248942-7	LP31418-4
2902	LP248943-5	LP31418-4
2903	LP250658-4	LP15426-7
2904	LP250915-8	LP31413-5
2905	LP250918-2	LP31413-5
2906	LP262418-9	LP7822-2
2907	LP262553-3	LP31398-8
2908	LP263436-0	LP31687-4
2909	LP263438-6	LP31697-3
2910	LP263640-7	LP30609-9
2911	LP263652-2	LP263653-0
2912	LP263668-8	LP263669-6
2913	LP263692-8	LP36653-1
2914	LP263758-7	LP63010-0
2915	LP263759-5	LP6165-7
2916	LP264591-1	LP31953-0
2917	LP265316-2	LP94238-0
2918	LP265590-2	LP31397-0
2919	LP265592-8	LP64094-3
2920	LP265741-1	LP266266-8
2921	LP265893-0	LP14449-0
2922	LP266148-8	LP16722-8
2923	LP266157-9	LP33084-2
2924	LP266267-6	LP31657-7
2925	LP266748-5	LP31418-4
2926	LP266761-8	LP14676-8
2927	LP266807-9	LP71409-4
2928	LP266970-5	LP7370-2
2929	LP267670-0	LP6165-7
2930	LP267924-1	LP267926-6
2931	LP267947-2	LP31409-3
2932	LP268082-7	LP31406-9
2933	LP268094-2	LP71409-4
2934	LP268127-0	LP19684-7
2935	LP268129-6	LP95532-5
2936	LP268130-4	LP411721-6
2937	LP268266-6	LP268265-8
2938	LP268292-2	LP15491-1
2939	LP268293-0	LP15925-8
2940	LP268298-9	LP31412-7
2941	LP268355-7	LP15411-9
2942	LP268357-3	LP15411-9
2943	LP268392-0	LP18184-9
2944	LP268429-0	LP270305-8
2945	LP268430-8	LP270305-8
2946	LP269199-8	LP31412-7
2947	LP269254-1	LP33150-1
2948	LP269260-8	LP62892-2
2949	LP269335-8	LP30793-1
2950	LP269336-6	LP19203-6
2951	LP269365-5	LP6165-7
2952	LP269410-9	LP269415-8
2953	LP269415-8	LP31398-8
2954	LP269615-3	LP33084-2
2955	LP269768-0	LP33085-9
2956	LP269794-6	LP15704-7
2957	LP269795-3	LP15704-7
2958	LP269796-1	LP15704-7
2959	LP269797-9	LP19763-9
2960	LP269809-2	LP265710-6
2961	LP270151-6	LP15491-1
2962	LP270152-4	LP15491-1
2963	LP270153-2	LP15491-1
2964	LP270154-0	LP15491-1
2965	LP270155-7	LP15491-1
2966	LP270156-5	LP15491-1
2967	LP270157-3	LP15491-1
2968	LP270162-3	LP31953-0
2969	LP270164-9	LP31953-0
2970	LP270165-6	LP31953-0
2971	LP281376-6	LP31403-6
2972	LP281382-4	LP281375-8
2973	LP281414-5	LP281415-2
2974	LP281728-8	LP7593-9
2975	LP281735-3	
2976	LP281773-4	
2977	LP281804-7	LP30570-3
2978	LP281809-6	
2979	LP28432-0	LP7000-5
2980	LP28457-7	LP31392-1
2981	LP28491-6	LP31415-0
2982	LP28493-2	LP7822-2
2983	LP285006-5	LP96191-9
2984	LP28520-2	LP15623-9
2985	LP285200-4	LP222128-3
2986	LP28524-4	LP18033-8
2987	LP285249-1	LP19646-6
2988	LP285250-9	LP185863-0
2989	LP285251-7	LP190794-0
2990	LP285252-5	LP190796-5
2991	LP285253-3	LP190802-1
2992	LP285254-1	LP182370-9
2993	LP285255-8	LP182368-3
2994	LP285256-6	LP28741-4
2995	LP285257-4	LP28742-2
2996	LP285258-2	LP182371-7
2997	LP285259-0	LP182369-1
2998	LP285260-8	LP28739-8
2999	LP285261-6	LP190799-9
3000	LP285263-2	LP190798-1
3001	LP285265-7	LP190807-0
3002	LP28532-7	LP15838-3
3003	LP28537-6	LP15838-3
3004	LP28539-2	LP18033-8
3005	LP28550-9	LP31697-3
3006	LP28551-7	LP29119-2
3007	LP28558-2	LP62915-1
3008	LP285638-5	LP231956-6
3009	LP285639-3	LP249031-8
3010	LP285640-1	LP231958-2
3011	LP285641-9	LP231954-1
3012	LP285642-7	LP231955-8
3013	LP285643-5	LP231953-3
3014	LP285644-3	LP231914-5
3015	LP285645-0	LP231913-7
3016	LP28565-7	LP15835-9
3017	LP285653-4	LP182367-5
3018	LP285654-2	LP182343-6
3019	LP285655-9	LP182380-8
3020	LP285656-7	LP182342-8
3021	LP285658-3	LP28743-0
3022	LP285659-1	LP28744-8
3023	LP285660-9	LP28740-6
3024	LP285661-7	LP199494-8
3025	LP285665-8	LP33326-7
3026	LP285666-6	LP28745-5
3027	LP285670-8	LP28738-0
3028	LP285672-4	LP190806-2
3029	LP285675-7	LP190803-9
3030	LP285677-3	LP199469-0
3031	LP285678-1	LP190800-5
3032	LP285680-7	LP190805-4
3033	LP285683-1	LP190801-3
3034	LP285684-9	LP28737-2
3035	LP285687-2	LP19804-1
3036	LP285688-0	LP19805-8
3037	LP285689-8	LP19806-6
3038	LP285690-6	LP19807-4
3039	LP285691-4	LP19809-0
3040	LP285692-2	LP19808-2
3041	LP285693-0	LP19810-8
3042	LP285694-8	LP19811-6
3043	LP285695-5	LP19812-4
3044	LP285696-3	LP19813-2
3045	LP285697-1	LP19814-0
3046	LP285698-9	LP19815-7
3047	LP285699-7	LP19816-5
3048	LP285700-3	LP19817-3
3049	LP285701-1	LP19818-1
3050	LP285702-9	LP19819-9
3051	LP285703-7	LP19820-7
3052	LP285704-5	LP19821-5
3053	LP285705-2	LP19822-3
3054	LP285706-0	LP19823-1
3055	LP285707-8	LP19825-6
3056	LP285708-6	LP19824-9
3057	LP285709-4	LP19827-2
3058	LP285710-2	LP19826-4
3059	LP285717-7	LP190804-7
3060	LP285721-9	LP182348-5
3061	LP285727-6	LP157428-6
3062	LP285758-1	LP199298-3
3063	LP285759-9	LP199297-5
3064	LP28582-2	LP7069-0
3065	LP28583-0	LP7069-0
3066	LP28587-1	LP31694-0
3067	LP28588-9	LP31694-0
3068	LP286039-5	LP129556-9
3069	LP286040-3	LP129558-5
3070	LP28606-9	LP29006-1
3071	LP286064-3	LP208435-0
3072	LP28607-7	LP31410-1
3073	LP28609-3	LP94520-1
3074	LP28613-5	LP18811-7
3075	LP286194-8	LP182376-6
3076	LP286233-4	LP95522-6
3077	LP286277-1	LP14676-8
3078	LP286283-9	LP146062-7
3079	LP286300-1	LP71238-7
3080	LP286318-3	LP263660-5
3081	LP286319-1	LP263659-7
3082	LP286320-9	LP263661-3
3083	LP28642-4	LP14457-3
3084	LP28643-2	LP14650-3
3085	LP28643-2	LP57347-4
3086	LP286696-2	LP157152-2
3087	LP286697-0	LP157109-2
3088	LP286698-8	LP157108-4
3089	LP287169-9	LP19829-8
3090	LP287170-7	LP19835-5
3091	LP287171-5	LP101592-6
3092	LP287172-3	LP101591-8
3093	LP287173-1	LP156105-1
3094	LP287174-9	LP150268-3
3095	LP287175-6	LP19843-9
3096	LP287176-4	LP19847-0
3097	LP287177-2	LP150239-4
3098	LP287178-0	LP150239-4
3099	LP287179-8	LP150240-2
3100	LP287180-6	LP150240-2
3101	LP287181-4	LP150240-2
3102	LP287182-2	LP150242-8
3103	LP287183-0	LP150242-8
3104	LP287184-8	LP150243-6
3105	LP287185-5	LP150238-6
3106	LP287278-8	LP220325-7
3107	LP287279-6	LP220324-0
3108	LP287280-4	LP220323-2
3109	LP287281-2	LP220322-4
3110	LP287282-0	LP220321-6
3111	LP287283-8	LP220320-8
3112	LP287284-6	LP220319-0
3113	LP287285-3	LP220318-2
3114	LP287286-1	LP220317-4
3115	LP287287-9	LP220332-3
3116	LP287288-7	LP220316-6
3117	LP287289-5	LP220315-8
3118	LP287290-3	LP220314-1
3119	LP287291-1	LP220313-3
3120	LP287292-9	LP220311-7
3121	LP287293-7	LP220310-9
3122	LP287294-5	LP220283-8
3123	LP287295-2	LP220331-5
3124	LP287296-0	LP220330-7
3125	LP287297-8	LP220329-9
3126	LP287298-6	LP220328-1
3127	LP287299-4	LP220327-3
3128	LP287300-0	LP220326-5
3129	LP28735-6	LP32748-3
3130	LP28736-4	LP32748-3
3131	LP28737-2	LP32748-3
3132	LP287389-3	LP157474-0
3133	LP28774-5	LP15838-3
3134	LP28799-2	LP18184-9
3135	LP28800-8	LP6106-1
3136	LP28807-3	LP15705-4
3137	LP28813-1	LP31415-0
3138	LP28818-0	LP18035-3
3139	LP288641-6	LP56740-1
3140	LP288642-4	LP288641-6
3141	LP28979-0	LP29019-4
3142	LP28980-8	LP28774-5
3143	LP28984-0	LP15318-6
3144	LP28986-5	LP15318-6
3145	LP28987-3	LP15318-6
3146	LP28990-7	LP15318-6
3147	LP28991-5	LP14377-3
3148	LP28992-3	LP18170-8
3149	LP28993-1	LP15834-2
3150	LP28994-9	LP14071-2
3151	LP28996-4	LP15385-5
3152	LP29003-8	LP31651-0
3153	LP29006-1	LP31410-1
3154	LP29013-7	LP15090-1
3155	LP29014-5	LP29013-7
3156	LP29018-6	LP15499-4
3157	LP29019-4	LP14329-4
3158	LP29041-8	LP14161-1
3159	LP29041-8	LP31653-6
3160	LP29044-2	LP15318-6
3161	LP29049-1	LP20859-2
3162	LP29054-1	LP16875-4
3163	LP29060-8	LP15318-6
3164	LP29068-1	LP15650-2
3165	LP29071-5	LP15155-2
3166	LP29072-3	LP15665-0
3167	LP29074-9	LP64093-5
3168	LP29075-6	LP14676-8
3169	LP29076-4	LP15157-8
3170	LP29081-4	LP15030-7
3171	LP29082-2	LP15031-5
3172	LP29085-5	LP19739-9
3173	LP29094-7	LP29095-4
3174	LP29095-4	LP31419-2
3175	LP29102-8	LP14041-5
3176	LP29107-7	LP15851-6
3177	LP29115-0	LP15318-6
3178	LP29116-8	LP14045-6
3179	LP29117-6	LP15318-6
3180	LP29119-2	LP15900-1
3181	LP29126-7	LP15922-5
3182	LP29128-3	LP15929-0
3183	LP29129-1	LP15931-6
3184	LP29132-5	LP34980-0
3185	LP29157-2	LP7479-1
3186	LP29158-0	LP7479-1
3187	LP29159-8	LP7593-9
3188	LP29159-8	LP29835-3
3189	LP29160-6	LP7641-6
3190	LP29178-8	LP31771-6
3191	LP29281-0	LP31392-1
3192	LP29281-0	LP7844-6
3193	LP29298-4	LP7301-7
3194	LP29299-2	LP7301-7
3195	LP29300-8	LP7301-7
3196	LP29325-5	LP31953-0
3197	LP29326-3	LP31672-6
3198	LP29636-5	LP15620-5
3199	LP29637-3	LP31405-1
3200	LP29646-4	LP14635-4
3201	LP29650-6	LP29651-4
3202	LP29651-4	LP14355-9
3203	LP29693-6	LP432695-7
3204	LP29712-4	LP30605-7
3205	LP29730-6	LP40350-8
3206	LP29835-3	LP34384-5
3207	LP29849-4	LP7086-4
3208	LP29849-4	LP213720-8
3209	LP29871-8	LP30622-2
3210	LP30000-1	LP7267-0
3211	LP30070-4	LP7256-3
3212	LP30184-3	LP32515-6
3213	LP30345-0	
3214	LP30403-7	LP7701-8
3215	LP30455-7	LP7366-0
3216	LP30569-5	LP7593-9
3217	LP30570-3	LP7593-9
3218	LP30605-7	LP7787-7
3219	LP30607-3	LP76034-5
3220	LP30609-9	LP7819-8
3221	LP30622-2	LP7119-3
3222	LP30632-1	LP76034-5
3223	LP30635-4	LP32505-7
3224	LP30636-2	LP7593-9
3225	LP30646-1	LP31418-4
3226	LP30681-8	LP7756-2
3227	LP30682-6	LP7756-2
3228	LP30689-1	LP7756-2
3229	LP30691-7	LP15543-9
3230	LP30729-5	LP30689-1
3231	LP30736-0	LP31415-0
3232	LP30738-6	LP36419-7
3233	LP30754-3	LP7701-8
3234	LP30763-4	LP18377-9
3235	LP30786-5	LP7803-2
3236	LP30793-1	LP15838-3
3237	LP30800-4	LP18035-3
3238	LP30806-1	LP57369-8
3239	LP30809-5	LP19403-2
3240	LP30815-2	LP31418-4
3241	LP30818-6	LP31953-0
3242	LP30823-6	LP31745-0
3243	LP30825-1	LP31403-6
3244	LP30829-3	LP30867-3
3245	LP30830-1	LP33101-4
3246	LP30837-6	LP14488-8
3247	LP30840-0	LP31406-9
3248	LP30844-2	LP15318-6
3249	LP30845-9	LP15444-0
3250	LP30847-5	LP15624-7
3251	LP30850-9	LP14888-9
3252	LP30850-9	LP56747-6
3253	LP30851-7	LP18035-3
3254	LP30865-7	LP7803-2
3255	LP308657-8	LP111482-8
3256	LP30867-3	LP31391-3
3257	LP30878-0	LP32868-9
3258	LP30884-8	LP14536-4
3259	LP30891-3	LP31839-1
3260	LP30892-1	LP14913-5
3261	LP30893-9	LP14910-1
3262	LP30894-7	LP14910-1
3263	LP30895-4	LP14913-5
3264	LP30896-2	LP14913-5
3265	LP30897-0	LP14345-0
3266	LP30898-8	LP31839-1
3267	LP30916-8	LP14689-1
3268	LP30925-9	LP30786-5
3269	LP309968-8	LP19697-9
3270	LP310005-6	LP345156-6
3271	LP310079-1	LP14676-8
3272	LP310280-5	LP31391-3
3273	LP310321-7	LP310322-5
3274	LP310327-4	LP15444-0
3275	LP310330-8	LP183760-0
3276	LP310331-6	LP309963-9
3277	LP310332-4	LP31406-9
3278	LP310337-3	LP15487-9
3279	LP310354-8	LP15493-7
3280	LP310425-6	LP15704-7
3281	LP310462-9	LP15716-1
3282	LP310462-9	LP173658-8
3283	LP31268-3	LP94520-1
3284	LP31391-3	LP7786-9
3285	LP31392-1	LP7786-9
3286	LP31392-1	LP7784-4
3287	LP31395-4	LP7786-9
3288	LP31395-4	LP7784-4
3289	LP31396-2	LP7786-9
3290	LP31396-2	LP7784-4
3291	LP31397-0	LP7786-9
3292	LP31397-0	LP7784-4
3293	LP31398-8	LP7786-9
3294	LP31398-8	LP7784-4
3295	LP31399-6	LP7786-9
3296	LP31399-6	LP7784-4
3297	LP31400-2	LP7786-9
3298	LP31400-2	LP7784-4
3299	LP31403-6	LP7786-9
3300	LP31405-1	LP7786-9
3301	LP31405-1	LP7784-4
3302	LP31406-9	LP7786-9
3303	LP31407-7	LP15711-2
3304	LP31409-3	LP7786-9
3305	LP31410-1	LP7786-9
3306	LP31410-1	LP7784-4
3307	LP31412-7	LP7786-9
3308	LP31412-7	LP7784-4
3309	LP31413-5	LP7786-9
3310	LP31413-5	LP7784-4
3311	LP31415-0	LP7786-9
3312	LP31415-0	LP7784-4
3313	LP31418-4	LP7786-9
3314	LP31419-2	LP7786-9
3315	LP31419-2	LP7784-4
3316	LP31424-2	LP18046-0
3317	LP31425-9	LP18046-0
3318	LP31428-3	LP18046-0
3319	LP31429-1	LP18046-0
3320	LP31430-9	LP18046-0
3321	LP31432-5	LP7790-1
3322	LP31433-3	LP7790-1
3323	LP31434-1	LP7790-1
3324	LP31440-8	LP31425-9
3325	LP31449-9	LP18046-0
3326	LP31449-9	LP7791-9
3327	LP31455-6	LP18046-0
3328	LP31473-9	LP18046-0
3329	LP31474-7	LP31449-9
3330	LP31487-9	LP31455-6
3331	LP31489-5	LP7790-1
3332	LP31493-7	LP31424-2
3333	LP31507-4	LP31419-2
3334	LP31517-3	LP15885-4
3335	LP31518-1	LP15835-9
3336	LP31519-9	LP15835-9
3337	LP31520-7	LP14463-1
3338	LP31521-5	LP14299-9
3339	LP31540-5	LP14026-6
3340	LP31544-7	LP30867-3
3341	LP31545-4	LP30867-3
3342	LP31553-8	LP15838-3
3343	LP31554-6	LP18038-7
3344	LP31555-3	LP18033-8
3345	LP31556-1	LP204179-8
3346	LP31588-4	LP18218-5
3347	LP31592-6	LP16469-6
3348	LP31608-0	LP15448-1
3349	LP31617-1	LP30786-5
3350	LP31618-9	LP30786-5
