group_num	property	value	terms
51	SCALE_TYP-supplementary	LP32888-7	100487-8|100595-8|68693-1
51	analyte-core	LP74253-3	100487-8|100595-8|68693-1
51	category	LP32925-7	100487-8|100595-8|68693-1
51	category	LP7787-7	100487-8|100595-8|68693-1
51	class_	LP32519-8	100487-8|100595-8|68693-1
52	METHOD_TYP-supplementary	LP32906-7	100488-6|100596-6|75221-2
52	PROPERTY-supplementary	LP6813-2	100488-6|100596-6|75221-2
52	SCALE_TYP-supplementary	LP32888-7	100488-6|100596-6|75221-2
52	analyte-core	LP74253-3	100488-6|100596-6|75221-2
52	category	LP72988-6	100488-6|100596-6|75221-2
52	category	LP7787-7	100488-6|100596-6|75221-2
52	class_	LP32519-8	100488-6|100596-6|75221-2
53	METHOD_TYP-supplementary	LP135589-2	100489-4|100597-4|68703-8
53	PROPERTY-supplementary	LP6813-2	100489-4|100597-4|68703-8
53	SCALE_TYP-supplementary	LP32888-7	100489-4|100597-4|68703-8
53	analyte-core	LP74253-3	100489-4|100597-4|68703-8
53	category	LP32906-7	100489-4|100597-4|68703-8
53	category	LP7787-7	100489-4|100597-4|68703-8
53	class_	LP32519-8	100489-4|100597-4|68703-8
54	METHOD_TYP-supplementary	LP6422-2	100490-2|100598-2|28575-9
54	PROPERTY-supplementary	LP6813-2	100490-2|100598-2|28575-9
54	SCALE_TYP-supplementary	LP32888-7	100490-2|100598-2|28575-9
54	analyte-core	LP74253-3	100490-2|100598-2|28575-9
54	category	LP32983-6	100490-2|100598-2|28575-9
54	category	LP7787-7	100490-2|100598-2|28575-9
54	class_	LP32519-8	100490-2|100598-2|28575-9
55	METHOD_TYP-supplementary	LP32983-6	100491-0|100599-0|28623-7
55	PROPERTY-supplementary	LP6813-2	100491-0|100599-0|28623-7
55	SCALE_TYP-supplementary	LP32888-7	100491-0|100599-0|28623-7
55	analyte-core	LP74253-3	100491-0|100599-0|28623-7
55	category	LP72988-6	100491-0|100599-0|28623-7
55	category	LP7787-7	100491-0|100599-0|28623-7
55	class_	LP32519-8	100491-0|100599-0|28623-7
56	METHOD_TYP-supplementary	LP97356-7	100492-8|100600-6|78481-9
56	PROPERTY-supplementary	LP6813-2	100492-8|100600-6|78481-9
56	SCALE_TYP-supplementary	LP32888-7	100492-8|100600-6|78481-9
56	analyte-core	LP74253-3	100492-8|100600-6|78481-9
56	category	LP72988-6	100492-8|100600-6|78481-9
56	category	LP7787-7	100492-8|100600-6|78481-9
56	class_	LP32519-8	100492-8|100600-6|78481-9
57	METHOD_TYP-supplementary	LP97127-2	100493-6|100601-4
57	PROPERTY-supplementary	LP6813-2	100493-6|100601-4
57	SCALE_TYP-supplementary	LP32888-7	100493-6|100601-4
57	analyte-core	LP74253-3	100493-6|100601-4
57	category	LP32899-4	100493-6|100601-4
57	category	LP7787-7	100493-6|100601-4
57	class_	LP32519-8	100493-6|100601-4
58	METHOD_TYP-supplementary	LP221279-5	100494-4|100602-2
58	PROPERTY-supplementary	LP6813-2	100494-4|100602-2
58	SCALE_TYP-supplementary	LP32888-7	100494-4|100602-2
58	analyte-core	LP74253-3	100494-4|100602-2
58	category	LP72988-6	100494-4|100602-2
58	category	LP7787-7	100494-4|100602-2
58	class_	LP32519-8	100494-4|100602-2
59	METHOD_TYP-supplementary	LP6426-3	100495-1|100603-0|11507-1
59	PROPERTY-supplementary	LP6813-2	100495-1|100603-0|11507-1
59	SCALE_TYP-supplementary	LP32888-7	100495-1|100603-0|11507-1
59	analyte-core	LP74253-3	100495-1|100603-0|11507-1
59	category	LP72988-6	100495-1|100603-0|11507-1
59	category	LP7787-7	100495-1|100603-0|11507-1
59	class_	LP32519-8	100495-1|100603-0|11507-1
60	METHOD_TYP-supplementary	LP32910-9	100496-9|100604-8|78482-7
60	PROPERTY-supplementary	LP6813-2	100496-9|100604-8|78482-7
60	SCALE_TYP-supplementary	LP32888-7	100496-9|100604-8|78482-7
60	analyte-core	LP74253-3	100496-9|100604-8|78482-7
60	category	LP72988-6	100496-9|100604-8|78482-7
60	category	LP7787-7	100496-9|100604-8|78482-7
60	class_	LP32519-8	100496-9|100604-8|78482-7
61	METHOD_TYP-supplementary	LP32911-7	100497-7|100605-5|68574-3
61	PROPERTY-supplementary	LP6813-2	100497-7|100605-5|68574-3
61	SCALE_TYP-supplementary	LP32888-7	100497-7|100605-5|68574-3
61	analyte-core	LP74253-3	100497-7|100605-5|68574-3
61	category	LP72988-6	100497-7|100605-5|68574-3
61	category	LP7787-7	100497-7|100605-5|68574-3
61	class_	LP32519-8	100497-7|100605-5|68574-3
62	METHOD_TYP-supplementary	LP32912-5	100498-5|78667-3
62	PROPERTY-supplementary	LP6813-2	100498-5|78667-3
62	SCALE_TYP-supplementary	LP32888-7	100498-5|78667-3
62	analyte-core	LP74253-3	100498-5|78667-3
62	category	LP72988-6	100498-5|78667-3
62	category	LP7787-7	100498-5|78667-3
62	class_	LP32519-8	100498-5|78667-3
63	METHOD_TYP-supplementary	LP175611-5	100499-3|100606-3|96342-1
63	PROPERTY-supplementary	LP6813-2	100499-3|100606-3|96342-1
63	SCALE_TYP-supplementary	LP32888-7	100499-3|100606-3|96342-1
63	analyte-core	LP74253-3	100499-3|100606-3|96342-1
63	category	LP32925-7	100499-3|100606-3|96342-1
63	category	LP7787-7	100499-3|100606-3|96342-1
63	class_	LP32519-8	100499-3|100606-3|96342-1
64	METHOD_TYP-supplementary	LP175687-5	100500-8|100607-1|68582-6
64	PROPERTY-supplementary	LP6813-2	100500-8|100607-1|68582-6
64	SCALE_TYP-supplementary	LP32888-7	100500-8|100607-1|68582-6
64	analyte-core	LP74253-3	100500-8|100607-1|68582-6
64	category	LP434871-2	100500-8|100607-1|68582-6
64	category	LP7787-7	100500-8|100607-1|68582-6
64	class_	LP32519-8	100500-8|100607-1|68582-6
65	METHOD_TYP-supplementary	LP185844-0	100501-6|100608-9|97579-7
65	PROPERTY-supplementary	LP6813-2	100501-6|100608-9|97579-7
65	SCALE_TYP-supplementary	LP32888-7	100501-6|100608-9|97579-7
65	analyte-core	LP74253-3	100501-6|100608-9|97579-7
65	category	LP72988-6	100501-6|100608-9|97579-7
65	category	LP7787-7	100501-6|100608-9|97579-7
65	class_	LP32519-8	100501-6|100608-9|97579-7
66	METHOD_TYP-supplementary	LP97124-9	100502-4|100609-7|78669-9
66	PROPERTY-supplementary	LP6813-2	100502-4|100609-7|78669-9
66	SCALE_TYP-supplementary	LP32888-7	100502-4|100609-7|78669-9
66	analyte-core	LP74253-3	100502-4|100609-7|78669-9
66	category	LP72988-6	100502-4|100609-7|78669-9
66	category	LP7787-7	100502-4|100609-7|78669-9
66	class_	LP32519-8	100502-4|100609-7|78669-9
67	METHOD_TYP-supplementary	LP134119-9	100503-2|100610-5|78668-1
67	PROPERTY-supplementary	LP6813-2	100503-2|100610-5|78668-1
67	SCALE_TYP-supplementary	LP32888-7	100503-2|100610-5|78668-1
67	analyte-core	LP74253-3	100503-2|100610-5|78668-1
67	category	LP72988-6	100503-2|100610-5|78668-1
67	category	LP7787-7	100503-2|100610-5|78668-1
67	class_	LP32519-8	100503-2|100610-5|78668-1
68	METHOD_TYP-supplementary	LP200115-6	100504-0|100611-3|78663-2
68	PROPERTY-supplementary	LP6813-2	100504-0|100611-3|78663-2
68	SCALE_TYP-supplementary	LP32888-7	100504-0|100611-3|78663-2
68	analyte-core	LP74253-3	100504-0|100611-3|78663-2
68	category	LP68340-6	100504-0|100611-3|78663-2
68	category	LP7787-7	100504-0|100611-3|78663-2
68	class_	LP32519-8	100504-0|100611-3|78663-2
69	METHOD_TYP-supplementary	LP134120-7	100505-7|100613-9|68725-1
69	PROPERTY-supplementary	LP6813-2	100505-7|100613-9|68725-1
69	SCALE_TYP-supplementary	LP32888-7	100505-7|100613-9|68725-1
69	analyte-core	LP74253-3	100505-7|100613-9|68725-1
69	category	LP72988-6	100505-7|100613-9|68725-1
69	category	LP7787-7	100505-7|100613-9|68725-1
69	class_	LP32519-8	100505-7|100613-9|68725-1
70	METHOD_TYP-supplementary	LP134122-3	100506-5|100614-7|68891-1
70	PROPERTY-supplementary	LP6813-2	100506-5|100614-7|68891-1
70	SCALE_TYP-supplementary	LP32888-7	100506-5|100614-7|68891-1
70	analyte-core	LP74253-3	100506-5|100614-7|68891-1
70	category	LP32891-1	100506-5|100614-7|68891-1
70	category	LP7787-7	100506-5|100614-7|68891-1
70	class_	LP32519-8	100506-5|100614-7|68891-1
71	METHOD_TYP-supplementary	LP134123-1	100507-3|100615-4|68896-0
71	PROPERTY-supplementary	LP6813-2	100507-3|100615-4|68896-0
71	SCALE_TYP-supplementary	LP32888-7	100507-3|100615-4|68896-0
71	analyte-core	LP74253-3	100507-3|100615-4|68896-0
71	category	LP32935-6	100507-3|100615-4|68896-0
71	category	LP7787-7	100507-3|100615-4|68896-0
71	class_	LP32519-8	100507-3|100615-4|68896-0
72	METHOD_TYP-supplementary	LP134124-9	100508-1|100616-2|68744-2
72	PROPERTY-supplementary	LP6813-2	100508-1|100616-2|68744-2
72	SCALE_TYP-supplementary	LP32888-7	100508-1|100616-2|68744-2
72	analyte-core	LP74253-3	100508-1|100616-2|68744-2
72	category	LP32892-9	100508-1|100616-2|68744-2
72	category	LP7787-7	100508-1|100616-2|68744-2
72	class_	LP32519-8	100508-1|100616-2|68744-2
73	METHOD_TYP-supplementary	LP135590-0	100509-9|100617-0|68755-8
73	PROPERTY-supplementary	LP6813-2	100509-9|100617-0|68755-8
73	SCALE_TYP-supplementary	LP32888-7	100509-9|100617-0|68755-8
73	analyte-core	LP74253-3	100509-9|100617-0|68755-8
73	category	LP32910-9	100509-9|100617-0|68755-8
73	category	LP7787-7	100509-9|100617-0|68755-8
73	class_	LP32519-8	100509-9|100617-0|68755-8
74	METHOD_TYP-supplementary	LP134126-4	100510-7|100618-8|68763-2
74	PROPERTY-supplementary	LP6813-2	100510-7|100618-8|68763-2
74	SCALE_TYP-supplementary	LP32888-7	100510-7|100618-8|68763-2
74	analyte-core	LP74253-3	100510-7|100618-8|68763-2
74	category	LP72988-6	100510-7|100618-8|68763-2
74	category	LP7787-7	100510-7|100618-8|68763-2
74	class_	LP32519-8	100510-7|100618-8|68763-2
75	METHOD_TYP-supplementary	LP134128-0	100511-5|100619-6|68873-9
75	PROPERTY-supplementary	LP6813-2	100511-5|100619-6|68873-9
75	SCALE_TYP-supplementary	LP32888-7	100511-5|100619-6|68873-9
75	analyte-core	LP74253-3	100511-5|100619-6|68873-9
75	category	LP7787-7	100511-5|100619-6|68873-9
75	category	LP97124-9	100511-5|100619-6|68873-9
75	class_	LP32519-8	100511-5|100619-6|68873-9
76	METHOD_TYP-supplementary	LP134129-8	100512-3|100620-4|68785-5
76	PROPERTY-supplementary	LP6813-2	100512-3|100620-4|68785-5
76	SCALE_TYP-supplementary	LP32888-7	100512-3|100620-4|68785-5
76	analyte-core	LP74253-3	100512-3|100620-4|68785-5
76	category	LP72988-6	100512-3|100620-4|68785-5
76	category	LP7787-7	100512-3|100620-4|68785-5
76	class_	LP32519-8	100512-3|100620-4|68785-5
77	METHOD_TYP-supplementary	LP134131-4	100513-1|100621-2|68878-8
77	PROPERTY-supplementary	LP6813-2	100513-1|100621-2|68878-8
77	SCALE_TYP-supplementary	LP32888-7	100513-1|100621-2|68878-8
77	analyte-core	LP74253-3	100513-1|100621-2|68878-8
77	category	LP32922-4	100513-1|100621-2|68878-8
77	category	LP7787-7	100513-1|100621-2|68878-8
77	class_	LP32519-8	100513-1|100621-2|68878-8
78	METHOD_TYP-supplementary	LP134132-2	100514-9|100622-0|68800-2
78	PROPERTY-supplementary	LP6813-2	100514-9|100622-0|68800-2
78	SCALE_TYP-supplementary	LP32888-7	100514-9|100622-0|68800-2
78	analyte-core	LP74253-3	100514-9|100622-0|68800-2
78	category	LP32925-7	100514-9|100622-0|68800-2
78	category	LP7787-7	100514-9|100622-0|68800-2
78	class_	LP32519-8	100514-9|100622-0|68800-2
79	METHOD_TYP-supplementary	LP134133-0	100515-6|100623-8|68862-2
79	PROPERTY-supplementary	LP6813-2	100515-6|100623-8|68862-2
79	SCALE_TYP-supplementary	LP32888-7	100515-6|100623-8|68862-2
79	analyte-core	LP74253-3	100515-6|100623-8|68862-2
79	category	LP232010-1	100515-6|100623-8|68862-2
79	category	LP7787-7	100515-6|100623-8|68862-2
79	class_	LP32519-8	100515-6|100623-8|68862-2
80	METHOD_TYP-supplementary	LP134134-8	100516-4|68810-1
80	PROPERTY-supplementary	LP6813-2	100516-4|68810-1
80	SCALE_TYP-supplementary	LP32888-7	100516-4|68810-1
80	analyte-core	LP74253-3	100516-4|68810-1
80	category	LP32927-3	100516-4|68810-1
80	category	LP7787-7	100516-4|68810-1
80	class_	LP32519-8	100516-4|68810-1
81	METHOD_TYP-supplementary	LP268360-7	100517-2|100624-6|90007-6
81	PROPERTY-supplementary	LP6813-2	100517-2|100624-6|90007-6
81	SCALE_TYP-supplementary	LP32888-7	100517-2|100624-6|90007-6
81	analyte-core	LP74253-3	100517-2|100624-6|90007-6
81	category	LP72988-6	100517-2|100624-6|90007-6
81	category	LP7787-7	100517-2|100624-6|90007-6
81	class_	LP32519-8	100517-2|100624-6|90007-6
82	METHOD_TYP-supplementary	LP234781-5	100518-0|100626-1|89030-1
82	PROPERTY-supplementary	LP6813-2	100518-0|100626-1|89030-1
82	SCALE_TYP-supplementary	LP32888-7	100518-0|100626-1|89030-1
82	analyte-core	LP74253-3	100518-0|100626-1|89030-1
82	category	LP72988-6	100518-0|100626-1|89030-1
82	category	LP7787-7	100518-0|100626-1|89030-1
82	class_	LP32519-8	100518-0|100626-1|89030-1
83	METHOD_TYP-supplementary	LP6449-5	100519-8|100627-9|11508-9
83	PROPERTY-supplementary	LP6813-2	100519-8|100627-9|11508-9
83	SCALE_TYP-supplementary	LP32888-7	100519-8|100627-9|11508-9
83	analyte-core	LP74253-3	100519-8|100627-9|11508-9
83	category	LP72988-6	100519-8|100627-9|11508-9
83	category	LP7787-7	100519-8|100627-9|11508-9
83	class_	LP32519-8	100519-8|100627-9|11508-9
84	METHOD_TYP-supplementary	LP32917-4	100520-6|100628-7|68595-8
84	PROPERTY-supplementary	LP6813-2	100520-6|100628-7|68595-8
84	SCALE_TYP-supplementary	LP32888-7	100520-6|100628-7|68595-8
84	analyte-core	LP74253-3	100520-6|100628-7|68595-8
84	category	LP32925-7	100520-6|100628-7|68595-8
84	category	LP7787-7	100520-6|100628-7|68595-8
84	class_	LP32519-8	100520-6|100628-7|68595-8
85	METHOD_TYP-supplementary	LP6455-2	100521-4|100629-5|11509-7
85	PROPERTY-supplementary	LP6813-2	100521-4|100629-5|11509-7
85	SCALE_TYP-supplementary	LP32888-7	100521-4|100629-5|11509-7
85	analyte-core	LP74253-3	100521-4|100629-5|11509-7
85	category	LP72988-6	100521-4|100629-5|11509-7
85	category	LP7787-7	100521-4|100629-5|11509-7
85	class_	LP32519-8	100521-4|100629-5|11509-7
86	METHOD_TYP-supplementary	LP6466-9	100522-2|100661-8|28627-8
86	PROPERTY-supplementary	LP6813-2	100522-2|100661-8|28627-8
86	SCALE_TYP-supplementary	LP32888-7	100522-2|100661-8|28627-8
86	analyte-core	LP74253-3	100522-2|100661-8|28627-8
86	category	LP72988-6	100522-2|100661-8|28627-8
86	category	LP7787-7	100522-2|100661-8|28627-8
86	class_	LP32519-8	100522-2|100661-8|28627-8
87	METHOD_TYP-supplementary	LP6468-5	100523-0|100630-3|11510-5
87	PROPERTY-supplementary	LP6813-2	100523-0|100630-3|11510-5
87	SCALE_TYP-supplementary	LP32888-7	100523-0|100630-3|11510-5
87	analyte-core	LP74253-3	100523-0|100630-3|11510-5
87	category	LP72988-6	100523-0|100630-3|11510-5
87	category	LP7787-7	100523-0|100630-3|11510-5
87	class_	LP32519-8	100523-0|100630-3|11510-5
88	METHOD_TYP-supplementary	LP97125-6	100524-8|64063-1|80819-6
88	PROPERTY-supplementary	LP6813-2	100524-8|64063-1|80819-6
88	SCALE_TYP-supplementary	LP32888-7	100524-8|64063-1|80819-6
88	analyte-core	LP74253-3	100524-8|64063-1|80819-6
88	category	LP72988-6	100524-8|64063-1|80819-6
88	category	LP7787-7	100524-8|64063-1|80819-6
88	class_	LP32519-8	100524-8|64063-1|80819-6
89	METHOD_TYP-supplementary	LP32918-2	100525-5|100631-1|78665-7
89	PROPERTY-supplementary	LP6813-2	100525-5|100631-1|78665-7
89	SCALE_TYP-supplementary	LP32888-7	100525-5|100631-1|78665-7
89	analyte-core	LP74253-3	100525-5|100631-1|78665-7
89	category	LP32910-9	100525-5|100631-1|78665-7
89	category	LP7787-7	100525-5|100631-1|78665-7
89	class_	LP32519-8	100525-5|100631-1|78665-7
90	METHOD_TYP-supplementary	LP6473-5	100526-3|100632-9|97580-5
90	PROPERTY-supplementary	LP6813-2	100526-3|100632-9|97580-5
90	SCALE_TYP-supplementary	LP32888-7	100526-3|100632-9|97580-5
90	analyte-core	LP74253-3	100526-3|100632-9|97580-5
90	category	LP72988-6	100526-3|100632-9|97580-5
90	category	LP7787-7	100526-3|100632-9|97580-5
90	class_	LP32519-8	100526-3|100632-9|97580-5
91	METHOD_TYP-supplementary	LP32919-0	100527-1|100634-5|78664-0
91	PROPERTY-supplementary	LP6813-2	100527-1|100634-5|78664-0
91	SCALE_TYP-supplementary	LP32888-7	100527-1|100634-5|78664-0
91	analyte-core	LP74253-3	100527-1|100634-5|78664-0
91	category	LP72988-6	100527-1|100634-5|78664-0
91	category	LP7787-7	100527-1|100634-5|78664-0
91	class_	LP32519-8	100527-1|100634-5|78664-0
92	METHOD_TYP-supplementary	LP221286-0	100528-9|100635-2|82365-8
92	PROPERTY-supplementary	LP6813-2	100528-9|100635-2|82365-8
92	SCALE_TYP-supplementary	LP32888-7	100528-9|100635-2|82365-8
92	analyte-core	LP74253-3	100528-9|100635-2|82365-8
92	category	LP32935-6	100528-9|100635-2|82365-8
92	category	LP7787-7	100528-9|100635-2|82365-8
92	class_	LP32519-8	100528-9|100635-2|82365-8
93	METHOD_TYP-supplementary	LP134140-5	100529-7|100636-0|68840-8
93	PROPERTY-supplementary	LP6813-2	100529-7|100636-0|68840-8
93	SCALE_TYP-supplementary	LP32888-7	100529-7|100636-0|68840-8
93	analyte-core	LP74253-3	100529-7|100636-0|68840-8
93	category	LP72988-6	100529-7|100636-0|68840-8
93	category	LP7787-7	100529-7|100636-0|68840-8
93	class_	LP32519-8	100529-7|100636-0|68840-8
94	METHOD_TYP-supplementary	LP32922-4	100530-5|100637-8|78666-5
94	PROPERTY-supplementary	LP6813-2	100530-5|100637-8|78666-5
94	SCALE_TYP-supplementary	LP32888-7	100530-5|100637-8|78666-5
94	analyte-core	LP74253-3	100530-5|100637-8|78666-5
94	category	LP72988-6	100530-5|100637-8|78666-5
94	category	LP7787-7	100530-5|100637-8|78666-5
94	class_	LP32519-8	100530-5|100637-8|78666-5
95	METHOD_TYP-supplementary	LP248727-2	100531-3|100638-6|96350-4
95	PROPERTY-supplementary	LP6813-2	100531-3|100638-6|96350-4
95	SCALE_TYP-supplementary	LP32888-7	100531-3|100638-6|96350-4
95	analyte-core	LP74253-3	100531-3|100638-6|96350-4
95	category	LP72988-6	100531-3|100638-6|96350-4
95	category	LP7787-7	100531-3|100638-6|96350-4
95	class_	LP32519-8	100531-3|100638-6|96350-4
96	METHOD_TYP-supplementary	LP269800-1	100532-1|100639-4|28656-7
96	PROPERTY-supplementary	LP6813-2	100532-1|100639-4|28656-7
96	SCALE_TYP-supplementary	LP32888-7	100532-1|100639-4|28656-7
96	analyte-core	LP74253-3	100532-1|100639-4|28656-7
96	category	LP441787-1	100532-1|100639-4|28656-7
96	category	LP7787-7	100532-1|100639-4|28656-7
96	class_	LP32519-8	100532-1|100639-4|28656-7
97	METHOD_TYP-supplementary	LP417854-9	100533-9|100640-2|94466-0
97	PROPERTY-supplementary	LP6813-2	100533-9|100640-2|94466-0
97	SCALE_TYP-supplementary	LP32888-7	100533-9|100640-2|94466-0
97	analyte-core	LP74253-3	100533-9|100640-2|94466-0
97	category	LP72988-6	100533-9|100640-2|94466-0
97	category	LP7787-7	100533-9|100640-2|94466-0
97	class_	LP32519-8	100533-9|100640-2|94466-0
98	METHOD_TYP-supplementary	LP172887-4	100534-7|100641-0|11512-1
98	PROPERTY-supplementary	LP6813-2	100534-7|100641-0|11512-1
98	SCALE_TYP-supplementary	LP32888-7	100534-7|100641-0|11512-1
98	analyte-core	LP74253-3	100534-7|100641-0|11512-1
98	category	LP6437-0	100534-7|100641-0|11512-1
98	category	LP7787-7	100534-7|100641-0|11512-1
98	class_	LP32519-8	100534-7|100641-0|11512-1
99	METHOD_TYP-supplementary	LP345041-0	100535-4|100642-8|97574-8
99	PROPERTY-supplementary	LP6813-2	100535-4|100642-8|97574-8
99	SCALE_TYP-supplementary	LP32888-7	100535-4|100642-8|97574-8
99	analyte-core	LP74253-3	100535-4|100642-8|97574-8
99	category	LP32925-7	100535-4|100642-8|97574-8
99	category	LP7787-7	100535-4|100642-8|97574-8
99	class_	LP32519-8	100535-4|100642-8|97574-8
100	METHOD_TYP-supplementary	LP200126-3	100536-2|78705-1
100	PROPERTY-supplementary	LP6813-2	100536-2|78705-1
100	SCALE_TYP-supplementary	LP32888-7	100536-2|78705-1
100	analyte-core	LP74253-3	100536-2|78705-1
100	category	LP72988-6	100536-2|78705-1
100	category	LP7787-7	100536-2|78705-1
100	class_	LP32519-8	100536-2|78705-1
101	METHOD_TYP-supplementary	LP231679-4	100537-0|100643-6|97576-3
101	PROPERTY-supplementary	LP6813-2	100537-0|100643-6|97576-3
101	SCALE_TYP-supplementary	LP32888-7	100537-0|100643-6|97576-3
101	analyte-core	LP74253-3	100537-0|100643-6|97576-3
101	category	LP32925-7	100537-0|100643-6|97576-3
101	category	LP7787-7	100537-0|100643-6|97576-3
101	class_	LP32519-8	100537-0|100643-6|97576-3
102	METHOD_TYP-supplementary	LP269975-1	100539-6|100644-4|90876-4
102	PROPERTY-supplementary	LP6813-2	100539-6|100644-4|90876-4
102	SCALE_TYP-supplementary	LP32888-7	100539-6|100644-4|90876-4
102	analyte-core	LP74253-3	100539-6|100644-4|90876-4
102	category	LP72988-6	100539-6|100644-4|90876-4
102	category	LP7787-7	100539-6|100644-4|90876-4
102	class_	LP32519-8	100539-6|100644-4|90876-4
103	METHOD_TYP-supplementary	LP134143-9	100540-4|70238-1
103	PROPERTY-supplementary	LP6813-2	100540-4|70238-1
103	SCALE_TYP-supplementary	LP32888-7	100540-4|70238-1
103	analyte-core	LP74253-3	100540-4|70238-1
103	category	LP32925-7	100540-4|70238-1
103	category	LP7787-7	100540-4|70238-1
103	class_	LP32519-8	100540-4|70238-1
104	METHOD_TYP-supplementary	LP183498-7	100541-2|100645-1|89816-3
104	PROPERTY-supplementary	LP6813-2	100541-2|100645-1|89816-3
104	SCALE_TYP-supplementary	LP32888-7	100541-2|100645-1|89816-3
104	analyte-core	LP74253-3	100541-2|100645-1|89816-3
104	category	LP72988-6	100541-2|100645-1|89816-3
104	category	LP7787-7	100541-2|100645-1|89816-3
104	class_	LP32519-8	100541-2|100645-1|89816-3
105	METHOD_TYP-supplementary	LP32927-3	100542-0|100646-9|75220-4
105	PROPERTY-supplementary	LP6813-2	100542-0|100646-9|75220-4
105	SCALE_TYP-supplementary	LP32888-7	100542-0|100646-9|75220-4
105	analyte-core	LP74253-3	100542-0|100646-9|75220-4
105	category	LP72988-6	100542-0|100646-9|75220-4
105	category	LP7787-7	100542-0|100646-9|75220-4
105	class_	LP32519-8	100542-0|100646-9|75220-4
106	METHOD_TYP-supplementary	LP207648-9	100543-8|100647-7|80667-9
106	PROPERTY-supplementary	LP6813-2	100543-8|100647-7|80667-9
106	SCALE_TYP-supplementary	LP32888-7	100543-8|100647-7|80667-9
106	analyte-core	LP74253-3	100543-8|100647-7|80667-9
106	category	LP32906-7	100543-8|100647-7|80667-9
106	category	LP7787-7	100543-8|100647-7|80667-9
106	class_	LP32519-8	100543-8|100647-7|80667-9
107	METHOD_TYP-supplementary	LP32928-1	100544-6|100648-5|85441-4
107	PROPERTY-supplementary	LP6813-2	100544-6|100648-5|85441-4
107	SCALE_TYP-supplementary	LP32888-7	100544-6|100648-5|85441-4
107	analyte-core	LP74253-3	100544-6|100648-5|85441-4
107	category	LP32925-7	100544-6|100648-5|85441-4
107	category	LP7787-7	100544-6|100648-5|85441-4
107	class_	LP32519-8	100544-6|100648-5|85441-4
