group_num	property	value	terms
1090	PROPERTY-supplementary	LP6813-2	68474-6|85873-8
1090	SCALE_TYP-supplementary	LP32888-7	68474-6|85873-8
1090	analyte-core	LP135445-7	68474-6|85873-8
1090	category	LP72988-6	68474-6|85873-8
1090	category	LP7787-7	68474-6|85873-8
1090	class_	LP32519-8	68474-6|85873-8
1091	METHOD_TYP-supplementary	LP32983-6	68476-1|85848-0
1091	PROPERTY-supplementary	LP6813-2	68476-1|85848-0
1091	SCALE_TYP-supplementary	LP32888-7	68476-1|85848-0
1091	analyte-core	LP135445-7	68476-1|85848-0
1091	category	LP72988-6	68476-1|85848-0
1091	category	LP7787-7	68476-1|85848-0
1091	class_	LP32519-8	68476-1|85848-0
1092	METHOD_TYP-supplementary	LP32983-6	68477-9|75446-5
1092	PROPERTY-supplementary	LP6813-2	68477-9|75446-5
1092	SCALE_TYP-supplementary	LP32888-7	68477-9|75446-5
1092	analyte-core	LP72530-6	68477-9|75446-5
1092	category	LP72988-6	68477-9|75446-5
1092	category	LP7787-7	68477-9|75446-5
1092	class_	LP32519-8	68477-9|75446-5
1093	METHOD_TYP-supplementary	LP213637-4	68587-5|75468-9|85166-7|94595-6
1093	PROPERTY-supplementary	LP6813-2	68587-5|75468-9|85166-7|94595-6
1093	SCALE_TYP-supplementary	LP32888-7	68587-5|75468-9|85166-7|94595-6
1093	analyte-core	LP134149-6	68587-5|75468-9|85166-7|94595-6
1093	category	LP72988-6	68587-5|75468-9|85166-7|94595-6
1093	category	LP7787-7	68587-5|75468-9|85166-7|94595-6
1093	class_	LP32519-8	68587-5|75468-9|85166-7|94595-6
1094	METHOD_TYP-supplementary	LP32917-4	68593-3|68598-2
1094	PROPERTY-supplementary	LP6813-2	68593-3|68598-2
1094	SCALE_TYP-supplementary	LP32888-7	68593-3|68598-2
1094	analyte-core	LP74130-3	68593-3|68598-2
1094	category	LP32925-7	68593-3|68598-2
1094	category	LP7787-7	68593-3|68598-2
1094	class_	LP32519-8	68593-3|68598-2
1095	METHOD_TYP-supplementary	LP6466-9	68599-0|83886-2
1095	PROPERTY-supplementary	LP6813-2	68599-0|83886-2
1095	SCALE_TYP-supplementary	LP32888-7	68599-0|83886-2
1095	analyte-core	LP72701-3	68599-0|83886-2
1095	category	LP72988-6	68599-0|83886-2
1095	category	LP7787-7	68599-0|83886-2
1095	class_	LP32519-8	68599-0|83886-2
1096	METHOD_TYP-supplementary	LP32918-2	68602-2|68603-0
1096	PROPERTY-supplementary	LP6813-2	68602-2|68603-0
1096	SCALE_TYP-supplementary	LP32888-7	68602-2|68603-0
1096	analyte-core	LP73428-2	68602-2|68603-0
1096	category	LP32910-9	68602-2|68603-0
1096	category	LP7787-7	68602-2|68603-0
1096	class_	LP32519-8	68602-2|68603-0
1097	METHOD_TYP-supplementary	LP32919-0	68605-5|83923-3
1097	PROPERTY-supplementary	LP6813-2	68605-5|83923-3
1097	SCALE_TYP-supplementary	LP32888-7	68605-5|83923-3
1097	analyte-core	LP72530-6	68605-5|83923-3
1097	category	LP72988-6	68605-5|83923-3
1097	category	LP7787-7	68605-5|83923-3
1097	class_	LP32519-8	68605-5|83923-3
1098	METHOD_TYP-supplementary	LP187178-1	68608-9|75498-6|96335-5|96339-7|96345-4
1098	PROPERTY-supplementary	LP6813-2	68608-9|75498-6|96335-5|96339-7|96345-4
1098	SCALE_TYP-supplementary	LP32888-7	68608-9|75498-6|96335-5|96339-7|96345-4
1098	analyte-core	LP73428-2	68608-9|75498-6|96335-5|96339-7|96345-4
1098	category	LP72988-6	68608-9|75498-6|96335-5|96339-7|96345-4
1098	category	LP7787-7	68608-9|75498-6|96335-5|96339-7|96345-4
1098	class_	LP32519-8	68608-9|75498-6|96335-5|96339-7|96345-4
1099	METHOD_TYP-supplementary	LP134107-4	68615-4|89878-3|89887-4
1099	PROPERTY-supplementary	LP6813-2	68615-4|89878-3|89887-4
1099	SCALE_TYP-supplementary	LP32888-7	68615-4|89878-3|89887-4
1099	analyte-core	LP72988-6	68615-4|89878-3|89887-4
1099	category	LP7787-7	68615-4|89878-3|89887-4
1099	class_	LP32519-8	68615-4|89878-3|89887-4
1100	METHOD_TYP-supplementary	LP134107-4	68619-6|90709-7
1100	PROPERTY-supplementary	LP6813-2	68619-6|90709-7
1100	SCALE_TYP-supplementary	LP32888-7	68619-6|90709-7
1100	analyte-core	LP72311-1	68619-6|90709-7
1100	category	LP72988-6	68619-6|90709-7
1100	category	LP7787-7	68619-6|90709-7
1100	class_	LP32519-8	68619-6|90709-7
1101	METHOD_TYP-supplementary	LP269422-4	68624-6|93956-1
1101	PROPERTY-supplementary	LP6813-2	68624-6|93956-1
1101	SCALE_TYP-supplementary	LP32888-7	68624-6|93956-1
1101	analyte-core	LP74130-3	68624-6|93956-1
1101	category	LP269423-2	68624-6|93956-1
1101	category	LP7787-7	68624-6|93956-1
1101	class_	LP32519-8	68624-6|93956-1
1102	METHOD_TYP-supplementary	LP345052-7	68629-5|84057-9|89895-7
1102	PROPERTY-supplementary	LP6813-2	68629-5|84057-9|89895-7
1102	SCALE_TYP-supplementary	LP32888-7	68629-5|84057-9|89895-7
1102	analyte-core	LP72988-6	68629-5|84057-9|89895-7
1102	category	LP345116-0	68629-5|84057-9|89895-7
1102	category	LP7787-7	68629-5|84057-9|89895-7
1102	class_	LP32519-8	68629-5|84057-9|89895-7
1103	METHOD_TYP-supplementary	LP345052-7	68633-7|77429-9
1103	PROPERTY-supplementary	LP6813-2	68633-7|77429-9
1103	SCALE_TYP-supplementary	LP32888-7	68633-7|77429-9
1103	analyte-core	LP72311-1	68633-7|77429-9
1103	category	LP345116-0	68633-7|77429-9
1103	category	LP7787-7	68633-7|77429-9
1103	class_	LP32519-8	68633-7|77429-9
1104	METHOD_TYP-supplementary	LP135586-8	68635-2|68640-2
1104	PROPERTY-supplementary	LP6813-2	68635-2|68640-2
1104	SCALE_TYP-supplementary	LP32888-7	68635-2|68640-2
1104	analyte-core	LP134108-2	68635-2|68640-2
1104	category	LP74341-6	68635-2|68640-2
1104	category	LP7787-7	68635-2|68640-2
1104	class_	LP32519-8	68635-2|68640-2
1105	METHOD_TYP-supplementary	LP135586-8	68639-4|75424-2
1105	PROPERTY-supplementary	LP6813-2	68639-4|75424-2
1105	SCALE_TYP-supplementary	LP32888-7	68639-4|75424-2
1105	analyte-core	LP72311-1	68639-4|75424-2
1105	category	LP72988-6	68639-4|75424-2
1105	category	LP7787-7	68639-4|75424-2
1105	class_	LP32519-8	68639-4|75424-2
1106	METHOD_TYP-supplementary	LP134113-2	68656-8|89877-5|89893-2
1106	PROPERTY-supplementary	LP6813-2	68656-8|89877-5|89893-2
1106	SCALE_TYP-supplementary	LP32888-7	68656-8|89877-5|89893-2
1106	analyte-core	LP72988-6	68656-8|89877-5|89893-2
1106	category	LP7787-7	68656-8|89877-5|89893-2
1106	class_	LP32519-8	68656-8|89877-5|89893-2
1107	METHOD_TYP-supplementary	LP134113-2	68661-8|78254-0
1107	PROPERTY-supplementary	LP6813-2	68661-8|78254-0
1107	SCALE_TYP-supplementary	LP32888-7	68661-8|78254-0
1107	analyte-core	LP72311-1	68661-8|78254-0
1107	category	LP72988-6	68661-8|78254-0
1107	category	LP7787-7	68661-8|78254-0
1107	class_	LP32519-8	68661-8|78254-0
1108	METHOD_TYP-supplementary	LP134114-0	68666-7|89881-7|89896-5
1108	PROPERTY-supplementary	LP6813-2	68666-7|89881-7|89896-5
1108	SCALE_TYP-supplementary	LP32888-7	68666-7|89881-7|89896-5
1108	analyte-core	LP72988-6	68666-7|89881-7|89896-5
1108	category	LP134135-5	68666-7|89881-7|89896-5
1108	category	LP7787-7	68666-7|89881-7|89896-5
1108	class_	LP32519-8	68666-7|89881-7|89896-5
1109	METHOD_TYP-supplementary	LP134114-0	68670-9|90710-5
1109	PROPERTY-supplementary	LP6813-2	68670-9|90710-5
1109	SCALE_TYP-supplementary	LP32888-7	68670-9|90710-5
1109	analyte-core	LP72311-1	68670-9|90710-5
1109	category	LP134135-5	68670-9|90710-5
1109	category	LP7787-7	68670-9|90710-5
1109	class_	LP32519-8	68670-9|90710-5
1110	METHOD_TYP-supplementary	LP134115-7	68677-4|84404-3|85888-6
1110	PROPERTY-supplementary	LP6813-2	68677-4|84404-3|85888-6
1110	SCALE_TYP-supplementary	LP32888-7	68677-4|84404-3|85888-6
1110	analyte-core	LP72988-6	68677-4|84404-3|85888-6
1110	category	LP7787-7	68677-4|84404-3|85888-6
1110	class_	LP32519-8	68677-4|84404-3|85888-6
1111	METHOD_TYP-supplementary	LP134115-7	68681-6|78252-4
1111	PROPERTY-supplementary	LP6813-2	68681-6|78252-4
1111	SCALE_TYP-supplementary	LP32888-7	68681-6|78252-4
1111	analyte-core	LP72311-1	68681-6|78252-4
1111	category	LP72988-6	68681-6|78252-4
1111	category	LP7787-7	68681-6|78252-4
1111	class_	LP32519-8	68681-6|78252-4
1112	METHOD_TYP-supplementary	LP134116-5	68684-0|68686-5
1112	PROPERTY-supplementary	LP6813-2	68684-0|68686-5
1112	SCALE_TYP-supplementary	LP32888-7	68684-0|68686-5
1112	analyte-core	LP74130-3	68684-0|68686-5
1112	category	LP7787-7	68684-0|68686-5
1112	class_	LP32519-8	68684-0|68686-5
1113	METHOD_TYP-supplementary	LP134116-5	68685-7|78405-8
1113	PROPERTY-supplementary	LP6813-2	68685-7|78405-8
1113	SCALE_TYP-supplementary	LP32888-7	68685-7|78405-8
1113	analyte-core	LP72311-1	68685-7|78405-8
1113	category	LP72988-6	68685-7|78405-8
1113	category	LP7787-7	68685-7|78405-8
1113	class_	LP32519-8	68685-7|78405-8
1114	METHOD_TYP-supplementary	LP135589-2	68696-4|68706-1
1114	PROPERTY-supplementary	LP6813-2	68696-4|68706-1
1114	SCALE_TYP-supplementary	LP32888-7	68696-4|68706-1
1114	analyte-core	LP134108-2	68696-4|68706-1
1114	category	LP32906-7	68696-4|68706-1
1114	category	LP7787-7	68696-4|68706-1
1114	class_	LP32519-8	68696-4|68706-1
1115	METHOD_TYP-supplementary	LP134119-9	68714-5|83651-0
1115	PROPERTY-supplementary	LP6813-2	68714-5|83651-0
1115	SCALE_TYP-supplementary	LP32888-7	68714-5|83651-0
1115	analyte-core	LP74249-1	68714-5|83651-0
1115	category	LP73191-6	68714-5|83651-0
1115	category	LP7787-7	68714-5|83651-0
1115	class_	LP32519-8	68714-5|83651-0
1116	METHOD_TYP-supplementary	LP134119-9	68716-0|78567-5|90714-7
1116	PROPERTY-supplementary	LP6813-2	68716-0|78567-5|90714-7
1116	SCALE_TYP-supplementary	LP32888-7	68716-0|78567-5|90714-7
1116	analyte-core	LP72311-1	68716-0|78567-5|90714-7
1116	category	LP72988-6	68716-0|78567-5|90714-7
1116	category	LP7787-7	68716-0|78567-5|90714-7
1116	class_	LP32519-8	68716-0|78567-5|90714-7
1117	METHOD_TYP-supplementary	LP134129-8	68778-0|68788-9
1117	PROPERTY-supplementary	LP6813-2	68778-0|68788-9
1117	SCALE_TYP-supplementary	LP32888-7	68778-0|68788-9
1117	analyte-core	LP134108-2	68778-0|68788-9
1117	category	LP74341-6	68778-0|68788-9
1117	category	LP7787-7	68778-0|68788-9
1117	class_	LP32519-8	68778-0|68788-9
1118	METHOD_TYP-supplementary	LP134135-5	68815-0|68823-4
1118	PROPERTY-supplementary	LP6813-2	68815-0|68823-4
1118	SCALE_TYP-supplementary	LP32888-7	68815-0|68823-4
1118	analyte-core	LP72467-1	68815-0|68823-4
1118	category	LP73428-2	68815-0|68823-4
1118	category	LP7787-7	68815-0|68823-4
1118	class_	LP32519-8	68815-0|68823-4
1119	METHOD_TYP-supplementary	LP134135-5	68817-6|68825-9
1119	PROPERTY-supplementary	LP6813-2	68817-6|68825-9
1119	SCALE_TYP-supplementary	LP32888-7	68817-6|68825-9
1119	analyte-core	LP72701-3	68817-6|68825-9
1119	category	LP72988-6	68817-6|68825-9
1119	category	LP7787-7	68817-6|68825-9
1119	class_	LP32519-8	68817-6|68825-9
1120	METHOD_TYP-supplementary	LP134135-5	68818-4|68827-5|89879-1|89888-2
1120	PROPERTY-supplementary	LP6813-2	68818-4|68827-5|89879-1|89888-2
1120	SCALE_TYP-supplementary	LP32888-7	68818-4|68827-5|89879-1|89888-2
1120	analyte-core	LP72988-6	68818-4|68827-5|89879-1|89888-2
1120	category	LP7787-7	68818-4|68827-5|89879-1|89888-2
1120	class_	LP32519-8	68818-4|68827-5|89879-1|89888-2
1121	METHOD_TYP-supplementary	LP134135-5	68819-2|68828-3
1121	PROPERTY-supplementary	LP6813-2	68819-2|68828-3
1121	SCALE_TYP-supplementary	LP32888-7	68819-2|68828-3
1121	analyte-core	LP73142-9	68819-2|68828-3
1121	category	LP72988-6	68819-2|68828-3
1121	category	LP7787-7	68819-2|68828-3
1121	class_	LP32519-8	68819-2|68828-3
1122	METHOD_TYP-supplementary	LP134135-5	68820-0|68829-1
1122	PROPERTY-supplementary	LP6813-2	68820-0|68829-1
1122	SCALE_TYP-supplementary	LP32888-7	68820-0|68829-1
1122	analyte-core	LP74249-1	68820-0|68829-1
1122	category	LP73191-6	68820-0|68829-1
1122	category	LP7787-7	68820-0|68829-1
1122	class_	LP32519-8	68820-0|68829-1
1123	METHOD_TYP-supplementary	LP134135-5	68822-6|93963-7
1123	PROPERTY-supplementary	LP6813-2	68822-6|93963-7
1123	SCALE_TYP-supplementary	LP32888-7	68822-6|93963-7
1123	analyte-core	LP134108-2	68822-6|93963-7
1123	category	LP74341-6	68822-6|93963-7
1123	category	LP7787-7	68822-6|93963-7
1123	class_	LP32519-8	68822-6|93963-7
1124	METHOD_TYP-supplementary	LP134136-3	68831-7|84132-0
1124	PROPERTY-supplementary	LP6813-2	68831-7|84132-0
1124	SCALE_TYP-supplementary	LP32888-7	68831-7|84132-0
1124	analyte-core	LP72467-1	68831-7|84132-0
1124	category	LP68340-6	68831-7|84132-0
1124	category	LP7787-7	68831-7|84132-0
1124	class_	LP32519-8	68831-7|84132-0
1125	METHOD_TYP-supplementary	LP134136-3	68834-1|75489-5|83874-8|83878-9|84134-6
1125	PROPERTY-supplementary	LP6813-2	68834-1|75489-5|83874-8|83878-9|84134-6
1125	SCALE_TYP-supplementary	LP32888-7	68834-1|75489-5|83874-8|83878-9|84134-6
1125	analyte-core	LP72988-6	68834-1|75489-5|83874-8|83878-9|84134-6
1125	category	LP68340-6	68834-1|75489-5|83874-8|83878-9|84134-6
1125	category	LP7787-7	68834-1|75489-5|83874-8|83878-9|84134-6
1125	class_	LP32519-8	68834-1|75489-5|83874-8|83878-9|84134-6
1126	METHOD_TYP-supplementary	LP134136-3	68837-4|83873-0|84131-2
1126	PROPERTY-supplementary	LP6813-2	68837-4|83873-0|84131-2
1126	SCALE_TYP-supplementary	LP32888-7	68837-4|83873-0|84131-2
1126	analyte-core	LP72311-1	68837-4|83873-0|84131-2
1126	category	LP68340-6	68837-4|83873-0|84131-2
1126	category	LP7787-7	68837-4|83873-0|84131-2
1126	class_	LP32519-8	68837-4|83873-0|84131-2
1127	METHOD_TYP-supplementary	LP134136-3	68838-2|75487-9
1127	PROPERTY-supplementary	LP6813-2	68838-2|75487-9
1127	SCALE_TYP-supplementary	LP32888-7	68838-2|75487-9
1127	analyte-core	LP74130-3	68838-2|75487-9
1127	category	LP68340-6	68838-2|75487-9
1127	category	LP7787-7	68838-2|75487-9
1127	class_	LP32519-8	68838-2|75487-9
1128	METHOD_TYP-supplementary	LP134140-5	68839-0|83937-3|83939-9
1128	PROPERTY-supplementary	LP6813-2	68839-0|83937-3|83939-9
1128	SCALE_TYP-supplementary	LP32888-7	68839-0|83937-3|83939-9
1128	analyte-core	LP72988-6	68839-0|83937-3|83939-9
1128	category	LP7787-7	68839-0|83937-3|83939-9
1128	class_	LP32519-8	68839-0|83937-3|83939-9
1129	METHOD_TYP-supplementary	LP172887-4	68846-5|83984-5
1129	PROPERTY-supplementary	LP6813-2	68846-5|83984-5
1129	SCALE_TYP-supplementary	LP32888-7	68846-5|83984-5
1129	analyte-core	LP72311-1	68846-5|83984-5
1129	category	LP6437-0	68846-5|83984-5
1129	category	LP7787-7	68846-5|83984-5
1129	class_	LP32519-8	68846-5|83984-5
1130	METHOD_TYP-supplementary	LP134143-9	68848-1|84036-3|84037-1
1130	PROPERTY-supplementary	LP6813-2	68848-1|84036-3|84037-1
1130	SCALE_TYP-supplementary	LP32888-7	68848-1|84036-3|84037-1
1130	analyte-core	LP72988-6	68848-1|84036-3|84037-1
1130	category	LP32925-7	68848-1|84036-3|84037-1
1130	category	LP7787-7	68848-1|84036-3|84037-1
1130	class_	LP32519-8	68848-1|84036-3|84037-1
1131	METHOD_TYP-supplementary	LP134143-9	68852-3|84035-5
1131	PROPERTY-supplementary	LP6813-2	68852-3|84035-5
1131	SCALE_TYP-supplementary	LP32888-7	68852-3|84035-5
1131	analyte-core	LP72311-1	68852-3|84035-5
1131	category	LP32925-7	68852-3|84035-5
1131	category	LP7787-7	68852-3|84035-5
1131	class_	LP32519-8	68852-3|84035-5
1132	METHOD_TYP-supplementary	LP134127-2	68866-3|68870-5
1132	PROPERTY-supplementary	LP6813-2	68866-3|68870-5
1132	SCALE_TYP-supplementary	LP32888-7	68866-3|68870-5
1132	analyte-core	LP74130-3	68866-3|68870-5
1132	category	LP32905-9	68866-3|68870-5
1132	category	LP7787-7	68866-3|68870-5
1132	class_	LP32519-8	68866-3|68870-5
1133	METHOD_TYP-supplementary	LP134135-5	68883-8|68884-6
1133	PROPERTY-supplementary	LP6813-2	68883-8|68884-6
1133	SCALE_TYP-supplementary	LP32888-7	68883-8|68884-6
1133	analyte-core	LP73546-1	68883-8|68884-6
1133	category	LP7787-7	68883-8|68884-6
1133	category	LP97172-8	68883-8|68884-6
1133	class_	LP32519-8	68883-8|68884-6
1134	METHOD_TYP-supplementary	LP249807-1	69068-5|86357-1|86358-9
1134	PROPERTY-supplementary	LP6813-2	69068-5|86357-1|86358-9
1134	SCALE_TYP-supplementary	LP32888-7	69068-5|86357-1|86358-9
1134	analyte-core	LP33513-0	69068-5|86357-1|86358-9
1134	category	LP29849-4	69068-5|86357-1|86358-9
1134	category	LP7787-7	69068-5|86357-1|86358-9
1134	class_	LP29684-5	69068-5|86357-1|86358-9
1135	METHOD_TYP-supplementary	LP220468-5	69076-8|69226-9|75669-2|75750-0
1135	PROPERTY-supplementary	LP6813-2	69076-8|69226-9|75669-2|75750-0
1135	SCALE_TYP-supplementary	LP32888-7	69076-8|69226-9|75669-2|75750-0
1135	analyte-core	LP35998-1	69076-8|69226-9|75669-2|75750-0
1135	category	LP7735-6	69076-8|69226-9|75669-2|75750-0
1135	category	LP7787-7	69076-8|69226-9|75669-2|75750-0
1135	class_	LP29684-5	69076-8|69226-9|75669-2|75750-0
1136	METHOD_TYP-supplementary	LP220468-5	69123-8|75747-6|75751-8|75817-7
1136	PROPERTY-supplementary	LP6813-2	69123-8|75747-6|75751-8|75817-7
1136	SCALE_TYP-supplementary	LP32888-7	69123-8|75747-6|75751-8|75817-7
1136	analyte-core	LP343281-4	69123-8|75747-6|75751-8|75817-7
1136	category	LP7485-8	69123-8|75747-6|75751-8|75817-7
1136	category	LP7787-7	69123-8|75747-6|75751-8|75817-7
1136	class_	LP29684-5	69123-8|75747-6|75751-8|75817-7
1137	METHOD_TYP-supplementary	LP21166-1	69152-7|69311-9
1137	PROPERTY-supplementary	LP6813-2	69152-7|69311-9
1137	SCALE_TYP-supplementary	LP32888-7	69152-7|69311-9
1137	analyte-core	LP28725-7	69152-7|69311-9
1137	category	LP29954-2	69152-7|69311-9
1137	category	LP7787-7	69152-7|69311-9
1137	class_	LP29684-5	69152-7|69311-9
1138	METHOD_TYP-supplementary	LP206574-8	69167-5|69190-7
1138	PROPERTY-supplementary	LP6813-2	69167-5|69190-7
1138	SCALE_TYP-supplementary	LP32888-7	69167-5|69190-7
1138	analyte-core	LP207531-7	69167-5|69190-7
1138	category	LP33383-8	69167-5|69190-7
1138	category	LP7787-7	69167-5|69190-7
1138	class_	LP29684-5	69167-5|69190-7
1139	METHOD_TYP-supplementary	LP206574-8	69169-1|69203-8|69213-7
1139	PROPERTY-supplementary	LP6813-2	69169-1|69203-8|69213-7
1139	SCALE_TYP-supplementary	LP32888-7	69169-1|69203-8|69213-7
1139	analyte-core	LP35998-1	69169-1|69203-8|69213-7
1139	category	LP29849-4	69169-1|69203-8|69213-7
1139	category	LP7787-7	69169-1|69203-8|69213-7
1139	class_	LP29684-5	69169-1|69203-8|69213-7
1140	METHOD_TYP-supplementary	LP206574-8	69207-9|69208-7|69217-8|69218-6
1140	PROPERTY-supplementary	LP6813-2	69207-9|69208-7|69217-8|69218-6
1140	SCALE_TYP-supplementary	LP32888-7	69207-9|69208-7|69217-8|69218-6
1140	analyte-core	LP33405-9	69207-9|69208-7|69217-8|69218-6
1140	category	LP33407-5	69207-9|69208-7|69217-8|69218-6
1140	category	LP7787-7	69207-9|69208-7|69217-8|69218-6
1140	class_	LP29684-5	69207-9|69208-7|69217-8|69218-6
1141	METHOD_TYP-supplementary	LP6572-4	69278-0|69292-1|69296-2
1141	PROPERTY-supplementary	LP6813-2	69278-0|69292-1|69296-2
1141	SCALE_TYP-supplementary	LP32888-7	69278-0|69292-1|69296-2
1141	analyte-core	LP186143-6	69278-0|69292-1|69296-2
1141	category	LP29849-4	69278-0|69292-1|69296-2
1141	category	LP7831-3	69278-0|69292-1|69296-2
1141	class_	LP29684-5	69278-0|69292-1|69296-2
1142	METHOD_TYP-supplementary	LP6572-4	69293-9|69297-0
1142	PROPERTY-supplementary	LP6813-2	69293-9|69297-0
1142	SCALE_TYP-supplementary	LP32888-7	69293-9|69297-0
1142	analyte-core	LP33405-9	69293-9|69297-0
1142	category	LP30441-7	69293-9|69297-0
1142	category	LP7787-7	69293-9|69297-0
1142	class_	LP29684-5	69293-9|69297-0
1143	METHOD_TYP-supplementary	LP21166-1	69304-4|98349-4
1143	PROPERTY-supplementary	LP6813-2	69304-4|98349-4
1143	SCALE_TYP-supplementary	LP32888-7	69304-4|98349-4
1143	analyte-core	LP135813-6	69304-4|98349-4
1143	category	LP7733-1	69304-4|98349-4
1143	category	LP7787-7	69304-4|98349-4
1143	class_	LP29684-5	69304-4|98349-4
1144	METHOD_TYP-supplementary	LP6572-4	69385-3|69392-9
1144	PROPERTY-supplementary	LP6813-2	69385-3|69392-9
1144	SCALE_TYP-supplementary	LP32888-7	69385-3|69392-9
1144	analyte-core	LP33405-9	69385-3|69392-9
1144	category	LP34695-4	69385-3|69392-9
1144	category	LP7787-7	69385-3|69392-9
1144	class_	LP29684-5	69385-3|69392-9
1145	METHOD_TYP-supplementary	LP6572-4	69395-2|80895-6
1145	PROPERTY-supplementary	LP6813-2	69395-2|80895-6
1145	SCALE_TYP-supplementary	LP32888-7	69395-2|80895-6
1145	analyte-core	LP33405-9	69395-2|80895-6
1145	category	LP34717-6	69395-2|80895-6
1145	category	LP7787-7	69395-2|80895-6
1145	class_	LP29684-5	69395-2|80895-6
1146	METHOD_TYP-supplementary	LP187178-1	70006-2|85471-1
1146	PROPERTY-supplementary	LP6813-2	70006-2|85471-1
1146	SCALE_TYP-supplementary	LP32888-7	70006-2|85471-1
1146	analyte-core	LP134149-6	70006-2|85471-1
1146	category	LP72988-6	70006-2|85471-1
1146	category	LP7787-7	70006-2|85471-1
1146	class_	LP32519-8	70006-2|85471-1
1147	METHOD_TYP-supplementary	LP6572-4	70915-4|70916-2
1147	PROPERTY-supplementary	LP6813-2	70915-4|70916-2
1147	SCALE_TYP-supplementary	LP32888-7	70915-4|70916-2
1147	analyte-core	LP34902-4	70915-4|70916-2
1147	category	LP7596-2	70915-4|70916-2
1147	category	LP7787-7	70915-4|70916-2
1147	class_	LP29684-5	70915-4|70916-2
1148	METHOD_TYP-supplementary	LP220468-5	70923-8|70924-6
1148	PROPERTY-supplementary	LP6813-2	70923-8|70924-6
1148	SCALE_TYP-supplementary	LP32888-7	70923-8|70924-6
1148	analyte-core	LP33401-8	70923-8|70924-6
1148	category	LP7596-2	70923-8|70924-6
1148	category	LP7787-7	70923-8|70924-6
1148	class_	LP29684-5	70923-8|70924-6
1149	METHOD_TYP-supplementary	LP232635-5	72137-3|72138-1|72139-9
1149	PROPERTY-supplementary	LP6813-2	72137-3|72138-1|72139-9
1149	SCALE_TYP-supplementary	LP32888-7	72137-3|72138-1|72139-9
1149	analyte-core	LP156677-9	72137-3|72138-1|72139-9
1149	category	LP249807-1	72137-3|72138-1|72139-9
1149	category	LP7787-7	72137-3|72138-1|72139-9
1149	class_	LP29684-5	72137-3|72138-1|72139-9
1150	METHOD_TYP-supplementary	LP206574-8	72239-7|72242-1
1150	PROPERTY-supplementary	LP6813-2	72239-7|72242-1
1150	SCALE_TYP-supplementary	LP32888-7	72239-7|72242-1
1150	analyte-core	LP33405-9	72239-7|72242-1
1150	category	LP30346-8	72239-7|72242-1
1150	category	LP7787-7	72239-7|72242-1
1150	class_	LP29684-5	72239-7|72242-1
1151	METHOD_TYP-supplementary	LP206574-8	72247-0|80501-0
1151	PROPERTY-supplementary	LP6813-2	72247-0|80501-0
1151	SCALE_TYP-supplementary	LP32888-7	72247-0|80501-0
1151	analyte-core	LP33405-9	72247-0|80501-0
1151	category	LP438974-0	72247-0|80501-0
1151	category	LP7787-7	72247-0|80501-0
1151	class_	LP29684-5	72247-0|80501-0
1152	METHOD_TYP-supplementary	LP6207-7	72531-7|82688-3
1152	PROPERTY-supplementary	LP6813-2	72531-7|82688-3
1152	SCALE_TYP-supplementary	LP32888-7	72531-7|82688-3
1152	analyte-core	LP33405-9	72531-7|82688-3
1152	category	LP40365-6	72531-7|82688-3
1152	category	LP7787-7	72531-7|82688-3
1152	class_	LP29684-5	72531-7|82688-3
1153	METHOD_TYP-supplementary	LP6572-4	72532-5|72533-3
1153	PROPERTY-supplementary	LP6813-2	72532-5|72533-3
1153	SCALE_TYP-supplementary	LP32888-7	72532-5|72533-3
1153	analyte-core	LP157785-9	72532-5|72533-3
1153	category	LP30384-9	72532-5|72533-3
1153	category	LP7787-7	72532-5|72533-3
1153	class_	LP29684-5	72532-5|72533-3
1154	METHOD_TYP-supplementary	LP6572-4	72534-1|72535-8
1154	PROPERTY-supplementary	LP6813-2	72534-1|72535-8
1154	SCALE_TYP-supplementary	LP32888-7	72534-1|72535-8
1154	analyte-core	LP208366-7	72534-1|72535-8
1154	category	LP30384-9	72534-1|72535-8
1154	category	LP7787-7	72534-1|72535-8
1154	class_	LP29684-5	72534-1|72535-8
1155	METHOD_TYP-supplementary	LP6572-4	72537-4|72644-8|72645-5
1155	PROPERTY-supplementary	LP6813-2	72537-4|72644-8|72645-5
1155	SCALE_TYP-supplementary	LP32888-7	72537-4|72644-8|72645-5
1155	analyte-core	LP157784-2	72537-4|72644-8|72645-5
1155	category	LP30384-9	72537-4|72644-8|72645-5
1155	category	LP7787-7	72537-4|72644-8|72645-5
1155	class_	LP29684-5	72537-4|72644-8|72645-5
1156	METHOD_TYP-supplementary	LP220468-5	72539-0|72540-8
1156	PROPERTY-supplementary	LP6813-2	72539-0|72540-8
1156	SCALE_TYP-supplementary	LP32888-7	72539-0|72540-8
1156	analyte-core	LP249128-2	72539-0|72540-8
1156	category	LP7735-6	72539-0|72540-8
1156	category	LP7787-7	72539-0|72540-8
1156	class_	LP29684-5	72539-0|72540-8
1157	METHOD_TYP-supplementary	LP220468-5	72541-6|72542-4
1157	PROPERTY-supplementary	LP6813-2	72541-6|72542-4
1157	SCALE_TYP-supplementary	LP32888-7	72541-6|72542-4
1157	analyte-core	LP249128-2	72541-6|72542-4
1157	category	LP7596-2	72541-6|72542-4
1157	category	LP7787-7	72541-6|72542-4
1157	class_	LP29684-5	72541-6|72542-4
